,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Permutation
ENSG00000115649.15,2760,ENSG00000115649.15,ENSG00000115649,protein_coding,CNPPD1,27013.0,InGen,4.41544044611672,4,ENST00000360507.9|ENST00000409789.5|ENST00000453038.5|ENST00000451647.1,-0.129638290651212,4.60358595974648,-2.99917526585321,0.0033279270365555,0.0468040969919508,-2.3144454923545,0.0432246464977207,07
ENSG00000107372.12,7053,ENSG00000107372.12,ENSG00000107372,protein_coding,ZFAND5,7763.0,InGen,15.85164744089,8,ENST00000237937.7|ENST00000488164.5|ENST00000376962.9|ENST00000376960.8|ENST00000343431.6|ENST00000471197.1|ENST00000376956.3|ENST00000487330.1,0.110924248426043,7.82085473652648,2.9976576494467,0.0033433025864092,0.0469877420391984,-2.31822638754825,0.0370036413085787,07
ENSG00000007520.3,1243,ENSG00000007520.3,ENSG00000007520,protein_coding,TSR3,115939.0,InGen,6.29592950481418,2,ENST00000007390.2|ENST00000566296.1,-0.137056604920286,3.99316418540921,-2.99748072612498,0.0033450993238063,0.0469877420391984,-2.25109702693353,0.04572393200922,07
ENSG00000128567.16,6874,ENSG00000128567.16,ENSG00000128567,protein_coding,PODXL,5420.0,InGen,5.34301534159635,8,ENST00000446198.5|ENST00000484346.1|ENST00000378555.7|ENST00000322985.9|ENST00000490761.5|ENST00000487965.1|ENST00000482581.1|ENST00000465001.1,0.218924268044556,5.99439320284465,2.99704633334714,0.0033495145614009,0.0470208436277799,-2.37213269513746,0.0730466745237331,07
ENSG00000235954.6,10818,ENSG00000235954.6,ENSG00000235954,processed_transcript,TTC28-AS1,284900.0,InGen,0.706585659743479,21,ENST00000430853.5|ENST00000424161.5|ENST00000419253.1|ENST00000454741.5|ENST00000453632.5|ENST00000436996.1|ENST00000454996.5|ENST00000428818.5|ENST00000435348.5|ENST00000434221.5|ENST00000437713.5|ENST00000428858.1|ENST00000417381.5|ENST00000430525.5|ENST00000452612.5|ENST00000425112.1|ENST00000417497.5|ENST00000428584.5|ENST00000540665.5|ENST00000433317.1|ENST00000426594.1,-0.106640158791849,3.87032203712036,-2.99618167287194,0.0033583191168066,0.0471154844151501,-2.24401313909597,0.0355920202561117,07
ENSG00000280351.2,1798,ENSG00000280351.2,ENSG00000280351,TEC,,100129503.0,InGen,0.229457220852875,1,ENST00000625110.1,-0.354407515434094,-0.492705113431993,-2.99572324772588,0.003362995767425,0.0471247120763849,-1.83831394163938,0.118304491479022,07
ENSG00000102743.14,1837,ENSG00000102743.14,ENSG00000102743,protein_coding,SLC25A15,10166.0,InGen,0.981379488947534,4,ENST00000478827.1|ENST00000338625.8|ENST00000417731.5|ENST00000470509.1,-0.180107667520517,1.83087885047324,-2.99571270821634,0.0033631033574653,0.0471247120763849,-1.97326541583896,0.0601218090862104,07
ENSG00000159399.9,6064,ENSG00000159399.9,ENSG00000159399,protein_coding,HK2,3099.0,InGen,1.09177512752433,3,ENST00000290573.6|ENST00000409174.1|ENST00000472302.1,0.388545554194227,3.52231493267805,2.99448351355744,0.0033756730999389,0.0472689313748561,-2.21014719246748,0.129753779720308,07
ENSG00000124523.15,6507,ENSG00000124523.15,ENSG00000124523,protein_coding,SIRT5,23408.0,InGen,2.41212219281416,7,ENST00000397350.6|ENST00000379250.10|ENST00000359782.8|ENST00000606427.5|ENST00000379262.8|ENST00000606117.1|ENST00000637463.1,-0.114278115018978,5.00878169866809,-2.99430181211226,0.0033775348513032,0.0472689313748561,-2.35780002669118,0.0381651958251875,07
ENSG00000122254.6,2605,ENSG00000122254.6,ENSG00000122254,protein_coding,HS3ST2,9956.0,InGen,0.0940276907326205,2,ENST00000261374.3|ENST00000473392.1,0.591096538851816,-1.9452016421326,2.99231307652338,0.0033979738705146,0.0475258562171191,-1.88460954998081,0.19753833363539,07
ENSG00000214216.10,2923,ENSG00000214216.10,ENSG00000214216,protein_coding,IQCJ,654502.0,InGen,0.834072805470217,4,ENST00000481796.1|ENST00000397832.6|ENST00000451172.5|ENST00000482126.1,-0.363194918438727,2.05657208248355,-2.99195992773744,0.0034016152269594,0.0475419870399741,-2.00699435910743,0.121390301745578,07
ENSG00000118515.11,9992,ENSG00000118515.11,ENSG00000118515,protein_coding,SGK1,6446.0,InGen,4.66211193118663,30,ENST00000367858.9|ENST00000474427.6|ENST00000413996.7|ENST00000477460.6|ENST00000237305.11|ENST00000367855.7|ENST00000367857.9|ENST00000528577.5|ENST00000475719.6|ENST00000531782.1|ENST00000473704.1|ENST00000525877.5|ENST00000489458.6|ENST00000524764.1|ENST00000475882.6|ENST00000534658.5|ENST00000490149.6|ENST00000524387.5|ENST00000531575.5|ENST00000532021.5|ENST00000532856.5|ENST00000461976.2|ENST00000530421.5|ENST00000525700.1|ENST00000472859.2|ENST00000484353.1|ENST00000485771.1|ENST00000460769.1|ENST00000524929.1|ENST00000533224.1,0.260713101763015,6.40680549763204,2.99168129182408,0.0034044908129561,0.0475419870399741,-2.37859834642501,0.0871460146759327,07
ENSG00000111602.11,5818,ENSG00000111602.11,ENSG00000111602,protein_coding,TIMELESS,8914.0,InGen,0.343258220910182,5,ENST00000553532.5|ENST00000229201.4|ENST00000557589.1|ENST00000553314.1|ENST00000555808.1,-0.192325659141205,1.87077726598402,-2.99159597491261,0.0034053717511995,0.0475419870399741,-1.99031979122842,0.0642886475159213,07
ENSG00000100285.9,3783,ENSG00000100285.9,ENSG00000100285,protein_coding,NEFH,4744.0,InGen,3.59027578907558,1,ENST00000310624.6,0.345297413040906,4.47774008129542,2.99011037880028,0.0034207449936369,0.0477229860984083,-2.32654729210797,0.115479821577506,07
ENSG00000165046.12,6114,ENSG00000165046.12,ENSG00000165046,protein_coding,LETM2,137994.0,InGen,0.364023106900475,15,ENST00000527334.5|ENST00000519476.6|ENST00000297720.9|ENST00000524874.5|ENST00000379957.8|ENST00000518883.6|ENST00000523983.6|ENST00000523268.6|ENST00000518121.5|ENST00000526356.1|ENST00000527710.5|ENST00000528827.1|ENST00000530448.5|ENST00000527175.1|ENST00000526075.1,0.142003107754371,2.13641183498833,2.98993969301592,0.0034225153778105,0.0477229860984083,-2.02946118316179,0.0474936361044572,07
ENSG00000161281.10,1006,ENSG00000161281.10,ENSG00000161281,protein_coding,COX7A1,1346.0,InGen,5.1069918253848,4,ENST00000437291.6|ENST00000481297.1|ENST00000292907.7|ENST00000589154.1,-0.28431969369165,3.34522951609615,-2.98969234640985,0.0034250824017837,0.0477296412792803,-2.17787514162655,0.0950999837936745,07
ENSG00000231246.1,547,ENSG00000231246.1,ENSG00000231246,lincRNA,,,InGen,0.456625427204674,1,ENST00000427290.1,0.446929233686033,-1.29903063683783,2.98914899494839,0.0034307276735031,0.0477791585748851,-1.86352842578621,0.149517215247997,07
ENSG00000198961.9,5217,ENSG00000198961.9,ENSG00000198961,protein_coding,PJA2,9867.0,InGen,63.0732452448578,4,ENST00000361189.6|ENST00000361557.4|ENST00000511624.1|ENST00000512822.1,0.12114733744399,9.37803715531145,2.98821185341875,0.0034404844844925,0.0478813489307701,-2.27992708116709,0.0405417498446063,07
ENSG00000060762.18,1546,ENSG00000060762.18,ENSG00000060762,protein_coding,MPC1,51660.0,InGen,18.3446047499988,7,ENST00000360961.10|ENST00000341756.10|ENST00000621630.1|ENST00000621685.4|ENST00000487218.5|ENST00000366868.5|ENST00000475708.1,-0.119041882127479,5.83872226703949,-2.98797646657748,0.0034429391727515,0.0478813489307701,-2.39331219210042,0.0398403011064654,07
ENSG00000135870.11,11508,ENSG00000135870.11,ENSG00000135870,protein_coding,RC3H1,149041.0,InGen,2.66541867411004,6,ENST00000258349.8|ENST00000367696.6|ENST00000367694.2|ENST00000479099.2|ENST00000531594.1|ENST00000484867.1,0.0981527644627804,5.88097947981807,2.9878408193168,0.0034443544786889,0.0478813489307701,-2.39943411053264,0.0328507341583291,07
ENSG00000109466.13,3872,ENSG00000109466.13,ENSG00000109466,protein_coding,KLHL2,11275.0,InGen,21.4025410693762,10,ENST00000226725.10|ENST00000511305.5|ENST00000509704.5|ENST00000514860.5|ENST00000538127.5|ENST00000506824.5|ENST00000421009.6|ENST00000506541.5|ENST00000506761.1|ENST00000509028.1,0.1338906098966,7.40901450840551,2.98724039247344,0.0034506256123002,0.0479393485309844,-2.36192626643358,0.0448208353883895,07
ENSG00000124575.6,666,ENSG00000124575.6,ENSG00000124575,protein_coding,HIST1H1D,3007.0,InGen,2.32803746431062,1,ENST00000244534.6,0.424858772451069,1.1068983313452,2.98690272839839,0.0034541569552315,0.0479592369954342,-1.94363846317251,0.142240578647462,07
ENSG00000260912.1,1965,ENSG00000260912.1,ENSG00000260912,sense_overlapping,,,InGen,0.747697232110097,1,ENST00000563205.1,0.339805679410248,1.33609240053533,2.98631147362503,0.0034603484170828,0.0479774923488532,-1.96573752273257,0.113787755366912,07
ENSG00000177225.16,5510,ENSG00000177225.16,ENSG00000177225,protein_coding,PDDC1,347862.0,InGen,4.32169591722477,16,ENST00000465313.6|ENST00000528309.5|ENST00000397472.6|ENST00000319863.12|ENST00000354286.8|ENST00000526650.5|ENST00000526325.5|ENST00000524550.5|ENST00000532320.5|ENST00000530209.5|ENST00000529966.5|ENST00000534603.5|ENST00000533960.1|ENST00000532839.5|ENST00000528602.1|ENST00000529362.1,-0.135313821762101,5.53546712880457,-2.98622459314313,0.0034612590681971,0.0479774923488532,-2.40256161294783,0.0453126740945086,07
ENSG00000104886.10,4655,ENSG00000104886.10,ENSG00000104886,protein_coding,PLEKHJ1,55111.0,InGen,1.58003513946865,14,ENST00000587394.6|ENST00000587962.6|ENST00000591099.6|ENST00000589097.5|ENST00000588450.1|ENST00000589791.5|ENST00000326631.6|ENST00000588633.1|ENST00000588545.2|ENST00000586608.3|ENST00000585423.5|ENST00000586497.1|ENST00000588356.1|ENST00000619892.1,-0.126237396260314,3.88637619447713,-2.98617552048167,0.0034617735284986,0.0479774923488532,-2.26858704804982,0.0422739371461833,07
ENSG00000258086.1,546,ENSG00000258086.1,ENSG00000258086,antisense,,,InGen,0.232088018767189,1,ENST00000552785.1,-0.480568941939234,-2.14561266747612,-2.98478691958823,0.0034763603870528,0.0481250783317322,-1.94550905599869,0.161006113630895,07
ENSG00000215196.4,2941,ENSG00000215196.4,ENSG00000215196,antisense,,,InGen,0.286137303515232,1,ENST00000399760.2,-0.246806714365725,0.605023006686905,-2.98476068017168,0.003476636569499,0.0481250783317322,-1.9020734477657,0.0826889458861167,07
ENSG00000224190.1,450,ENSG00000224190.1,ENSG00000224190,lincRNA,,,InGen,0.597439771583394,1,ENST00000446589.1,0.473226157682154,-1.05061142567595,2.98440688102923,0.0034803624513174,0.0481474732817026,-1.86851631852299,0.158566233274114,07
ENSG00000233670.6,3810,ENSG00000233670.6,ENSG00000233670,protein_coding,PIRT,644139.0,InGen,0.511399327037868,1,ENST00000580256.2,0.74197677137748,1.16155995782896,2.98378861210477,0.0034868823219373,0.0482084698747276,-1.96513502329024,0.248669348883294,07
ENSG00000164164.15,9085,ENSG00000164164.15,ENSG00000164164,protein_coding,OTUD4,54726.0,InGen,4.79094518673296,10,ENST00000455611.6|ENST00000454497.6|ENST00000447906.6|ENST00000509517.1|ENST00000514973.5|ENST00000505976.5|ENST00000509620.6|ENST00000504501.1|ENST00000509985.1|ENST00000504331.1,0.0963137549189693,6.46403520305969,2.98342001164143,0.0034907747045167,0.0482330878712418,-2.40181138192907,0.0322830022400966,07
ENSG00000120910.14,2899,ENSG00000120910.14,ENSG00000120910,protein_coding,PPP3CC,5533.0,InGen,2.37257961693105,8,ENST00000518852.5|ENST00000240139.9|ENST00000289963.12|ENST00000397775.7|ENST00000522000.1|ENST00000522034.5|ENST00000521651.5|ENST00000523620.1,0.104530535495009,3.73805201720047,2.98303916874269,0.0034948005737841,0.0482595194106592,-2.26355192756104,0.0350416235195018,07
ENSG00000128059.8,5439,ENSG00000128059.8,ENSG00000128059,protein_coding,PPAT,5471.0,InGen,1.43080702314853,5,ENST00000264220.6|ENST00000425339.2|ENST00000507648.5|ENST00000510643.5|ENST00000507724.1,0.0965519566111036,3.96112127801918,2.98278072393741,0.0034975350173947,0.0482680965542577,-2.28989154037207,0.0323697802645213,07
ENSG00000214248.2,4739,ENSG00000214248.2,ENSG00000214248,antisense,,,InGen,0.0505864303921573,1,ENST00000539278.1,-0.332918615862492,-1.12177518621312,-2.98208763464624,0.0035048779055008,0.0483402242521979,-1.88073451223569,0.111639447477869,07
ENSG00000085721.12,4156,ENSG00000085721.12,ENSG00000085721,protein_coding,RRN3,54700.0,InGen,4.6384529911946,6,ENST00000198767.10|ENST00000563559.5|ENST00000429751.6|ENST00000327307.11|ENST00000561685.1|ENST00000564131.1,0.0932003587653431,5.28986254283504,2.9816635912189,0.0035093774106719,0.048373071852594,-2.40292796088617,0.0312578384227588,07
ENSG00000130669.17,7115,ENSG00000130669.17,ENSG00000130669,protein_coding,PAK4,10298.0,InGen,0.785948273195093,12,ENST00000602004.1|ENST00000599470.5|ENST00000321944.8|ENST00000593480.5|ENST00000358301.7|ENST00000597766.1|ENST00000593690.5|ENST00000599386.5|ENST00000599657.5|ENST00000360442.7|ENST00000597715.1|ENST00000600350.1,-0.152945667104907,3.4469143338375,-2.98139552329029,0.0035122246139585,0.0483831183249777,-2.22427353441423,0.051300025746371,07
ENSG00000133997.11,4219,ENSG00000133997.11,ENSG00000133997,protein_coding,MED6,10001.0,InGen,2.36131438015509,12,ENST00000554963.5|ENST00000615788.4|ENST00000256379.9|ENST00000430055.6|ENST00000440435.2|ENST00000555296.1|ENST00000553611.5|ENST00000556044.5|ENST00000556495.5|ENST00000554870.5|ENST00000553523.5|ENST00000556423.1,0.0961924228453451,4.31967629569371,2.98081839888991,0.0035183615975789,0.0484384441764338,-2.3412453683581,0.0322704740688559,07
ENSG00000253726.1,1722,ENSG00000253726.1,ENSG00000253726,sense_intronic,,101926908.0,InGen,0.213932497745471,1,ENST00000519427.1,-0.436764048480604,-0.848052810462672,-2.98059841117446,0.003520703488283,0.0484414865496288,-1.87660332390251,0.146535691236748,07
ENSG00000173141.4,2246,ENSG00000173141.4,ENSG00000173141,protein_coding,MRPL57,78988.0,InGen,4.12543388879927,1,ENST00000309594.4,-0.130596504469332,4.23805208081624,-2.98037870972984,0.0035230437656972,0.0484445030755722,-2.32316469767777,0.0438187617040017,07
ENSG00000023445.13,7518,ENSG00000023445.13,ENSG00000023445,protein_coding,BIRC3,330.0,InGen,0.55096559171847,7,ENST00000615299.4|ENST00000526421.5|ENST00000263464.7|ENST00000528940.1|ENST00000532808.5|ENST00000527309.1|ENST00000527336.1,0.213071960519152,2.92482060241696,2.97985214832908,0.0035286585788452,0.0484900704444338,-2.16329901733843,0.0715042055487986,07
ENSG00000102362.15,7428,ENSG00000102362.15,ENSG00000102362,protein_coding,SYTL4,94121.0,InGen,1.1687057484578,6,ENST00000372989.5|ENST00000491602.1|ENST00000276141.10|ENST00000263033.9|ENST00000372981.1|ENST00000491326.1,0.383725843017599,3.83336447880935,2.97966991910833,0.0035306036405032,0.0484900704444338,-2.2976187079279,0.128781325930367,07
ENSG00000272888.5,5395,ENSG00000272888.5,ENSG00000272888,processed_transcript,LINC01578,,InGen,4.63153448167533,9,ENST00000557682.6|ENST00000553829.1|ENST00000556895.5|ENST00000554669.5|ENST00000554894.5|ENST00000557147.1|ENST00000554133.5|ENST00000555227.1|ENST00000555520.1,0.145768412569235,5.60364396379896,2.97934692764794,0.0035340535860076,0.0485082835964033,-2.42051212113025,0.0489262969735158,07
ENSG00000185305.10,3797,ENSG00000185305.10,ENSG00000185305,protein_coding,ARL15,54622.0,InGen,1.36134872009345,7,ENST00000502271.5|ENST00000504924.5|ENST00000620747.4|ENST00000510591.6|ENST00000507646.2|ENST00000505630.5|ENST00000505383.1,0.138538312995499,3.29932203850872,2.97884286098297,0.0035394438470262,0.0485530915712193,-2.21308168803536,0.0465074256887065,07
ENSG00000082258.12,9081,ENSG00000082258.12,ENSG00000082258,protein_coding,CCNT2,905.0,InGen,2.89688204899566,10,ENST00000419781.5|ENST00000446247.5|ENST00000452839.5|ENST00000295238.10|ENST00000264157.9|ENST00000475094.1|ENST00000464932.1|ENST00000417175.1|ENST00000452521.1|ENST00000438691.1,0.0781921994613585,5.71819631126366,2.97794153753646,0.00354910108828,0.04865634385133,-2.42526593861537,0.02625713046269,07
ENSG00000132635.16,2341,ENSG00000132635.16,ENSG00000132635,protein_coding,PCED1A,64773.0,InGen,3.81437982419344,6,ENST00000474714.5|ENST00000487501.2|ENST00000360652.6|ENST00000356872.7|ENST00000448755.5|ENST00000439542.1,-0.11491661388627,4.15219269232961,-2.97726258425777,0.0035563917746356,0.0487070094713757,-2.33067488638439,0.0385980781453035,07
ENSG00000179335.18,20443,ENSG00000179335.18,ENSG00000179335,protein_coding,CLK3,1198.0,InGen,0.772609636804605,27,ENST00000564353.5|ENST00000567992.1|ENST00000345005.8|ENST00000483723.5|ENST00000562389.5|ENST00000395066.7|ENST00000454830.6|ENST00000569063.5|ENST00000568139.5|ENST00000563297.5|ENST00000568488.5|ENST00000568605.5|ENST00000566126.5|ENST00000570296.1|ENST00000562670.5|ENST00000564096.1|ENST00000569406.5|ENST00000563112.1|ENST00000562078.5|ENST00000563842.5|ENST00000564468.5|ENST00000566926.1|ENST00000567805.5|ENST00000561673.1|ENST00000562626.1|ENST00000563418.2|ENST00000568232.1,-0.112014633509018,4.92197603039154,-2.97691412597649,0.0035601389222256,0.0487070094713757,-2.40544266814142,0.0376277678054536,07
ENSG00000178882.14,3173,ENSG00000178882.14,ENSG00000178882,protein_coding,FAM101A,144347.0,InGen,0.430536289700149,5,ENST00000389727.8|ENST00000545615.1|ENST00000324038.6|ENST00000546355.3|ENST00000338359.4,-0.215630064130383,1.43682483741103,-2.97682170341657,0.0035611333990535,0.0487070094713757,-1.98494666927892,0.0724363383547289,07
ENSG00000198959.11,8036,ENSG00000198959.11,ENSG00000198959,protein_coding,TGM2,7052.0,InGen,2.46379044698555,6,ENST00000361475.6|ENST00000469269.1|ENST00000468262.5|ENST00000474777.1|ENST00000373403.7|ENST00000453095.1,0.37126643156089,4.93099453884492,2.97680372535916,0.0035613268746583,0.0487070094713757,-2.41095319293433,0.124719822270478,07
ENSG00000228436.2,976,ENSG00000228436.2,ENSG00000228436,antisense,,,InGen,1.90780098199874,3,ENST00000433671.2|ENST00000456813.1|ENST00000443161.1,-0.132916743252866,1.85968649734012,-2.97563031499871,0.0035739758135082,0.0488230450836877,-2.03332726520659,0.0446684329645714,07
ENSG00000169018.5,7569,ENSG00000169018.5,ENSG00000169018,protein_coding,FEM1B,10116.0,InGen,8.58673666786415,4,ENST00000306917.4|ENST00000570067.1|ENST00000566739.1|ENST00000566008.1,0.0914037249889355,7.0113784907126,2.97562008115014,0.0035740863126062,0.0488230450836877,-2.40746836285648,0.0307175386965416,07
ENSG00000151014.5,2504,ENSG00000151014.5,ENSG00000151014,protein_coding,NOCT,25819.0,InGen,1.09361195373508,3,ENST00000280614.3|ENST00000630479.1|ENST00000515616.1,0.221413294823844,2.3507478932217,2.97479609953509,0.0035829935233463,0.0489154644789191,-2.0978688049244,0.0744297381788444,07
ENSG00000231213.6,2140,ENSG00000231213.6,ENSG00000231213,protein_coding,PLSCR5,389158.0,InGen,0.0877855334254286,3,ENST00000492200.5|ENST00000482567.5|ENST00000443512.1,-0.483487585504029,-1.50858367219396,-2.97349135849359,0.0035971395811496,0.0490792521107873,-1.92306071996843,0.162599290602603,07
ENSG00000179526.16,2783,ENSG00000179526.16,ENSG00000179526,protein_coding,SHARPIN,81858.0,InGen,2.48049527814773,10,ENST00000532536.5|ENST00000398712.6|ENST00000359551.6|ENST00000530216.5|ENST00000534242.5|ENST00000525275.5|ENST00000533948.1|ENST00000534435.1|ENST00000531375.1|ENST00000533184.1,-0.105444356416791,3.78345568615129,-2.97283033424974,0.0036043260616196,0.0491479446253088,-2.29517148126184,0.0354693489238102,07
ENSG00000175155.8,8667,ENSG00000175155.8,ENSG00000175155,protein_coding,YPEL2,388403.0,InGen,4.98025427277573,5,ENST00000581865.1|ENST00000312655.8|ENST00000582192.1|ENST00000585166.1|ENST00000582813.1,-0.120686751471532,6.48788968841072,-2.97211780994608,0.0036120872529833,0.0492243871468607,-2.43335497522466,0.0406063148195737,07
ENSG00000163421.8,1612,ENSG00000163421.8,ENSG00000163421,protein_coding,PROK2,60675.0,InGen,0.114035211372505,2,ENST00000353065.7|ENST00000295619.3,0.725288834477352,-2.11229475175855,2.9717771678834,0.0036158031451348,0.0492456433123906,-1.94858935168917,0.244058956477523,07
ENSG00000169660.15,4153,ENSG00000169660.15,ENSG00000169660,protein_coding,HEXDC,284004.0,InGen,1.08652294824976,15,ENST00000337014.10|ENST00000583978.5|ENST00000580235.5|ENST00000582315.5|ENST00000577944.5|ENST00000581482.5|ENST00000327949.13|ENST00000578632.1|ENST00000578775.1|ENST00000582429.5|ENST00000578130.5|ENST00000585077.1|ENST00000578616.5|ENST00000583354.5|ENST00000582131.1,-0.166973132960233,3.15038114307171,-2.97050511351744,0.0036297105037307,0.0494055946991721,-2.21025568929514,0.0562103502870314,07
ENSG00000111863.12,4150,ENSG00000111863.12,ENSG00000111863,protein_coding,ADTRP,84830.0,InGen,0.0760085630744624,10,ENST00000505099.5|ENST00000414691.7|ENST00000514824.5|ENST00000513651.5|ENST00000512139.5|ENST00000229583.9|ENST00000503285.1|ENST00000379415.6|ENST00000506810.1|ENST00000485323.2,-0.356077812777711,-0.609130902647831,-2.97030625268246,0.0036318890971198,0.049405805228242,-1.90037541245879,0.119879158068681,07
ENSG00000100417.11,5082,ENSG00000100417.11,ENSG00000100417,protein_coding,PMM1,5372.0,InGen,2.77853935221537,9,ENST00000216259.7|ENST00000463617.5|ENST00000482178.5|ENST00000472620.5|ENST00000485648.5|ENST00000466645.5|ENST00000478337.1|ENST00000414636.1|ENST00000493389.1,-0.134126034065944,4.86340782017869,-2.96989317476931,0.0036364183685483,0.0494194233630599,-2.41309011616409,0.0451619052178071,07
ENSG00000129245.11,4331,ENSG00000129245.11,ENSG00000129245,protein_coding,FXR2,9513.0,InGen,7.33511151640075,7,ENST00000250113.11|ENST00000573057.1|ENST00000571079.1|ENST00000573957.1|ENST00000574490.1|ENST00000576693.1|ENST00000571597.1,-0.0955142854342664,6.03294759313445,-2.96982032984797,0.0036372176301796,0.0494194233630599,-2.44580722127853,0.0321616376837032,07
ENSG00000157014.10,5572,ENSG00000157014.10,ENSG00000157014,protein_coding,TATDN2,9797.0,InGen,2.00785063199764,4,ENST00000287652.8|ENST00000448281.6|ENST00000426850.1|ENST00000496355.1,-0.136610067666139,4.50898727203822,-2.96815432010797,0.0036555414951995,0.0496130864181186,-2.38824007491225,0.0460252577639458,07
ENSG00000162144.9,10597,ENSG00000162144.9,ENSG00000162144,protein_coding,CYB561A3,220002.0,InGen,0.61060810762399,21,ENST00000294072.8|ENST00000426130.6|ENST00000540317.5|ENST00000447532.6|ENST00000536452.1|ENST00000546151.5|ENST00000540755.5|ENST00000544118.5|ENST00000536915.5|ENST00000539890.1|ENST00000540139.5|ENST00000542361.5|ENST00000537364.5|ENST00000535177.1|ENST00000539128.5|ENST00000538263.5|ENST00000542411.5|ENST00000536687.1|ENST00000545361.5|ENST00000537680.5|ENST00000535152.1,-0.113152857614093,3.68981162153297,-2.96812947223961,0.0036558154308972,0.0496130864181186,-2.29209067508812,0.0381226151596119,07
ENSG00000280273.1,1569,ENSG00000280273.1,ENSG00000280273,protein_coding,,,InGen,0.215905348539112,1,ENST00000622929.1,-0.318040948644738,-0.601298491389347,-2.96710154564458,0.0036671644117795,0.0497360257429079,-1.90820981841239,0.107189101468937,07
ENSG00000130332.14,1698,ENSG00000130332.14,ENSG00000130332,protein_coding,LSM7,51690.0,InGen,3.47926925699761,7,ENST00000252622.14|ENST00000587502.2|ENST00000591515.6|ENST00000589532.5|ENST00000585395.6|ENST00000585409.2|ENST00000591745.1,-0.212576898867581,3.60899136068472,-2.96691481052904,0.0036692295699124,0.0497360257429079,-2.27644083713358,0.0716491414290645,07
ENSG00000114120.11,9277,ENSG00000114120.11,ENSG00000114120,protein_coding,SLC25A36,55186.0,InGen,3.17896335003033,15,ENST00000446041.6|ENST00000502756.1|ENST00000393015.8|ENST00000515813.1|ENST00000507429.5|ENST00000324194.10|ENST00000502594.5|ENST00000453248.6|ENST00000631654.1|ENST00000513887.5|ENST00000512023.5|ENST00000512506.5|ENST00000502866.1|ENST00000511757.1|ENST00000514629.1,0.106059165396994,5.8703381000076,2.96527668258117,0.0036873920847973,0.0499525713029491,-2.45921285853302,0.0357670385431533,07
ENSG00000170085.17,5536,ENSG00000170085.17,ENSG00000170085,protein_coding,SIMC1,375484.0,InGen,1.0974738434043,11,ENST00000341199.10|ENST00000430704.6|ENST00000443967.5|ENST00000495423.1|ENST00000508769.1|ENST00000429602.6|ENST00000467472.1|ENST00000514128.1|ENST00000503595.1|ENST00000481515.1|ENST00000332772.4,0.143251811800725,3.55979175562498,2.96501686351655,0.003690280390338,0.0499577010064341,-2.28965845103432,0.0483139956346913,07
ENSG00000094914.12,4138,ENSG00000094914.12,ENSG00000094914,protein_coding,AAAS,8086.0,InGen,1.95121191652825,20,ENST00000209873.8|ENST00000552876.5|ENST00000394384.7|ENST00000550286.5|ENST00000548931.5|ENST00000550033.5|ENST00000547520.5|ENST00000546572.1|ENST00000546393.6|ENST00000547761.6|ENST00000547757.1|ENST00000549983.5|ENST00000547238.5|ENST00000549821.5|ENST00000549450.5|ENST00000548258.5|ENST00000551724.5|ENST00000552161.5|ENST00000546562.5|ENST00000548880.1,-0.112281022908961,4.02935144186496,-2.96484920153543,0.0036921453283214,0.0499577010064341,-2.34747414332069,0.0378707365119324,07
ENSG00000248587.7,9873,ENSG00000248587.7,ENSG00000248587,antisense,GDNF-AS1,100861519.0,InGen,0.182646793980359,5,ENST00000637595.1|ENST00000637926.1|ENST00000503382.6|ENST00000514532.2|ENST00000510986.2,0.738622540795481,1.55721677648478,6.54900146022469,1.7623752806394802e-09,4.0168057396335e-05,10.4350058501249,0.112783993908308,05
ENSG00000140015.19,12320,ENSG00000140015.19,ENSG00000140015,protein_coding,KCNH5,27133.0,InGen,0.274956672052334,4,ENST00000322893.11|ENST00000420622.6|ENST00000394968.2|ENST00000394964.3,0.565449225544761,2.16757332978323,6.10065592111576,1.5053344355236e-08,0.0001715479122722,8.85626875977536,0.0926866279390734,05
ENSG00000182575.7,5648,ENSG00000182575.7,ENSG00000182575,protein_coding,NXPH3,11248.0,InGen,1.04384829929455,3,ENST00000328741.5|ENST00000513748.1|ENST00000570453.1,-0.473127343524387,3.51817764310252,-5.52297087406871,2.14616432823531e-07,0.0016305125789713,6.73548208957691,0.0856653700177563,05
ENSG00000145555.14,13963,ENSG00000145555.14,ENSG00000145555,protein_coding,MYO10,4651.0,InGen,7.22088114858195,12,ENST00000274203.13|ENST00000513610.5|ENST00000515803.5|ENST00000505695.5|ENST00000513882.5|ENST00000506343.5|ENST00000512061.5|ENST00000510401.6|ENST00000508318.5|ENST00000511972.1|ENST00000502436.5|ENST00000507288.1,-0.26821732372803,7.59918120319505,-5.4234961021086,3.34568644361003e-07,0.0016807316295096,6.39913519487121,0.0494546909739181,05
ENSG00000116194.12,3403,ENSG00000116194.12,ENSG00000116194,protein_coding,ANGPTL1,9068.0,InGen,0.435747722004452,3,ENST00000234816.6|ENST00000367629.1|ENST00000444255.1,-0.637595437228675,1.48605036536353,-5.40159690722948,3.68710869934539e-07,0.0016807316295096,5.75390648853547,0.118038322403384,05
