"","module"
"TSPAN6|ENSG00000000003.15","brown"
"LINC02933|ENSG00000266289.1","grey"
"MIR744|ENSG00000266297.1","grey"
"ENSG00000266306|ENSG00000266306.1","grey"
"ENSG00000266313|ENSG00000266313.2","grey"
"ENSG00000266335|ENSG00000266335.1","grey"
"NBPF15|ENSG00000266338.7","grey"
"ENSG00000266368|ENSG00000266368.1","grey"
"ENSG00000266369|ENSG00000266369.1","grey"
"MIR3657|ENSG00000266370.1","grey"
"ENSG00000266371|ENSG00000266371.1","yellow"
"MIR5002|ENSG00000266383.1","grey"
"ENSG00000266385|ENSG00000266385.1","grey"
"SNHG25|ENSG00000266402.5","paleturquoise"
"CBX3P2|ENSG00000266405.3","grey"
"NCOA4|ENSG00000266412.6","cyan"
"MIR4451|ENSG00000266421.3","grey"
"ARHGAP28-AS1|ENSG00000266441.1","grey"
"ENSG00000266456|ENSG00000266456.1","grey"
"RN7SL220P|ENSG00000266467.2","grey"
"ENSG00000266469|ENSG00000266469.2","turquoise"
"MRPS21|ENSG00000266472.6","yellow"
"ENSG00000266490|ENSG00000266490.1","grey"
"ENSG00000266495|ENSG00000266495.1","grey"
"ENSG00000266498|ENSG00000266498.1","grey"
"ATG12P1|ENSG00000266501.1","grey"
"ENSG00000266513|ENSG00000266513.1","grey"
"GDF10|ENSG00000266524.3","brown"
"MIR3619|ENSG00000266533.1","grey"
"ENSG00000266538|ENSG00000266538.1","grey"
"MIR5579|ENSG00000266570.1","grey"
"ENSG00000266578|ENSG00000266578.2","grey"
"MIR4254|ENSG00000266580.1","grey"
"COP1P1|ENSG00000266613.1","grey"
"MIR3677|ENSG00000266643.1","grey"
"ENSG00000266667|ENSG00000266667.1","grey"
"MIR5692C2|ENSG00000266668.1","pink"
"ENSG00000266677|ENSG00000266677.1","grey"
"ENSG00000266680|ENSG00000266680.1","grey"
"MYO15B|ENSG00000266714.10","darkgrey"
"ENSG00000266718|ENSG00000266718.2","grey"
"TBC1D29P|ENSG00000266733.7","darkgrey"
"ENSG00000266744|ENSG00000266744.1","grey"
"SH3GL1P1|ENSG00000266777.1","grey"
"ENSG00000266783|ENSG00000266783.1","yellow"
"ENSG00000266801|ENSG00000266801.1","grey"
"ENSG00000266803|ENSG00000266803.1","grey"
"ENSG00000266805|ENSG00000266805.1","yellow"
"KPNA2P3|ENSG00000266820.1","greenyellow"
"ENSG00000266844|ENSG00000266844.1","grey"
"MIR4482|ENSG00000266852.2","grey"
"ENSG00000266865|ENSG00000266865.8","grey"
"ENSG00000266896|ENSG00000266896.1","turquoise"
"ENSG00000266897|ENSG00000266897.1","grey"
"ENSG00000266900|ENSG00000266900.1","pink"
"CEACAM16-AS1|ENSG00000266903.3","grey"
"LINC00663|ENSG00000266904.8","grey"
"ENSG00000266907|ENSG00000266907.1","grey"
"SLC25A6P4|ENSG00000266909.1","grey"
"ENSG00000266910|ENSG00000266910.2","grey"
"ZNF793-AS1|ENSG00000266916.9","turquoise"
"ENSG00000266918|ENSG00000266918.1","grey"
"ZNF230-DT|ENSG00000266921.2","grey"
"ENSG00000266922|ENSG00000266922.1","grey"
"ENSG00000266931|ENSG00000266931.2","grey"
"ENSG00000266932|ENSG00000266932.1","grey"
"MADCAM1-AS1|ENSG00000266933.2","grey"
"ENSG00000266934|ENSG00000266934.1","turquoise"
"MRPL37P1|ENSG00000266946.1","grey"
"ENSG00000266947|ENSG00000266947.3","grey"
"LINC01538|ENSG00000266952.2","grey"
"ENSG00000266957|ENSG00000266957.1","grey"
"HSD17B1-AS1|ENSG00000266962.3","red"
"FXYD1|ENSG00000266964.6","brown"
"ENSG00000266965|ENSG00000266965.1","yellow"
"AARSD1|ENSG00000266967.7","orange"
"ENSG00000266968|ENSG00000266968.2","grey"
"RANBP3-DT|ENSG00000266983.3","grey"
"DHX40P1|ENSG00000266992.1","grey"
"ENSG00000266993|ENSG00000266993.3","grey"
"ENSG00000266998|ENSG00000266998.2","grey"
"ENSG00000267002|ENSG00000267002.4","grey"
"ENSG00000267009|ENSG00000267009.6","grey"
"ENSG00000267011|ENSG00000267011.5","grey"
"LINC01532|ENSG00000267014.6","brown"
"ATP8B1-AS1|ENSG00000267040.8","grey"
"ZNF850|ENSG00000267041.6","grey"
"ENSG00000267042|ENSG00000267042.1","grey"
"ENSG00000267053|ENSG00000267053.9","grey"
"ENSG00000267054|ENSG00000267054.1","grey"
"ENSG00000267056|ENSG00000267056.2","brown"
"ENSG00000267058|ENSG00000267058.1","grey"
"PTGES3L|ENSG00000267060.7","blue"
"UXT-AS1|ENSG00000267064.2","grey"
"LINC02080|ENSG00000267065.2","grey"
"ENSG00000267070|ENSG00000267070.1","grey"
"ENSG00000267074|ENSG00000267074.1","grey"
"ENSG00000267077|ENSG00000267077.1","turquoise"
"ENSG00000267078|ENSG00000267078.1","grey"
"ENSG00000267079|ENSG00000267079.1","grey"
"ASB16-AS1|ENSG00000267080.8","grey"
"ENSG00000267082|ENSG00000267082.1","grey"
"KRT18P61|ENSG00000267083.1","turquoise"
"ENSG00000267088|ENSG00000267088.1","darkred"
"CTBP2P7|ENSG00000267091.1","grey"
"ENSG00000267092|ENSG00000267092.2","grey"
"ENSG00000267096|ENSG00000267096.1","grey"
"SLC14A2-AS1|ENSG00000267097.1","grey"
"ILF3-DT|ENSG00000267100.2","grey"
"ENSG00000267102|ENSG00000267102.1","grey"
"ZNF561-AS1|ENSG00000267106.9","grey"
"PCAT19|ENSG00000267107.9","green"
"ENSG00000267108|ENSG00000267108.1","grey"
"ENSG00000267114|ENSG00000267114.1","grey"
"ENSG00000267115|ENSG00000267115.1","grey"
"FMNL1-DT|ENSG00000267121.6","grey"
"ENSG00000267127|ENSG00000267127.7","grey"
"RNF157-AS1|ENSG00000267128.2","grey"
"ENSG00000267130|ENSG00000267130.1","grey"
"ENSG00000267138|ENSG00000267138.1","yellow"
"ENSG00000267142|ENSG00000267142.1","grey"
"ENSG00000267145|ENSG00000267145.1","grey"
"ENSG00000267152|ENSG00000267152.1","magenta"
"ENSG00000267160|ENSG00000267160.1","blue"
"ADGRL1-AS1|ENSG00000267169.2","grey"
"ENSG00000267174|ENSG00000267174.7","grey"
"PTP4A2P1|ENSG00000267185.1","grey"
"ZNF45-AS1|ENSG00000267191.3","grey"
"ENSG00000267193|ENSG00000267193.7","grey"
"ENSG00000267197|ENSG00000267197.1","grey"
"ENSG00000267198|ENSG00000267198.1","grey"
"ENSG00000267199|ENSG00000267199.1","grey"
"LCN6|ENSG00000267206.6","grey"
"ENSG00000267207|ENSG00000267207.1","grey"
"ENSG00000267212|ENSG00000267212.1","grey"
"DPY19L3-DT|ENSG00000267213.4","grey"
"ENSG00000267219|ENSG00000267219.1","grey"
"C17orf113|ENSG00000267221.3","turquoise"
"ENSG00000267222|ENSG00000267222.1","grey"
"ENSG00000267224|ENSG00000267224.1","grey"
"WDR7-OT1|ENSG00000267225.1","grey"
"ENSG00000267243|ENSG00000267243.6","grey"
"ENSG00000267247|ENSG00000267247.1","grey"
"ENSG00000267248|ENSG00000267248.5","grey"
"ENSG00000267249|ENSG00000267249.1","grey"
"ENSG00000267251|ENSG00000267251.2","grey"
"WHSC1L2P|ENSG00000267253.1","grey"
"ZNF790-AS1|ENSG00000267254.8","grey"
"ENSG00000267260|ENSG00000267260.4","grey"
"ENSG00000267263|ENSG00000267263.1","grey"
"ENSG00000267264|ENSG00000267264.1","grey"
"GP6-AS1|ENSG00000267265.6","grey"
"PARD6G-AS1|ENSG00000267270.8","skyblue"
"LINC01140|ENSG00000267272.5","blue"
"ENSG00000267274|ENSG00000267274.1","grey"
"KLF2-DT|ENSG00000267275.1","grey"
"ENSG00000267277|ENSG00000267277.2","grey"
"MAP3K14-AS1|ENSG00000267278.6","grey"
"TBX2-AS1|ENSG00000267280.6","grey"
"ENSG00000267283|ENSG00000267283.1","grey"
"ENSG00000267285|ENSG00000267285.1","grey"
"ENSG00000267287|ENSG00000267287.1","grey"
"PIN1-DT|ENSG00000267289.1","grey"
"CEBPA-DT|ENSG00000267296.2","grey"
"ENSG00000267298|ENSG00000267298.1","grey"
"RNFT1-DT|ENSG00000267302.5","grey"
"ZNF566-AS1|ENSG00000267309.1","grey"
"KC6|ENSG00000267313.7","grey"
"ENSG00000267317|ENSG00000267317.2","turquoise"
"SELENOKP1|ENSG00000267319.1","grey"
"SNHG30|ENSG00000267321.4","yellow"
"SNHG22|ENSG00000267322.4","orange"
"LINC01415|ENSG00000267325.2","greenyellow"
"ENSG00000267327|ENSG00000267327.2","turquoise"
"EIF4A2P1|ENSG00000267336.1","grey"
"ENSG00000267338|ENSG00000267338.1","turquoise"
"LINC00906|ENSG00000267339.8","grey"
"ENSG00000267340|ENSG00000267340.1","grey"
"ENSG00000267342|ENSG00000267342.1","grey"
"ZNF833P|ENSG00000267343.2","grey"
"ENSG00000267345|ENSG00000267345.2","grey"
"EIF5AP3|ENSG00000267346.1","grey"
"GEMIN7-AS1|ENSG00000267348.3","grey"
"SEC24AP1|ENSG00000267361.1","grey"
"ENSG00000267364|ENSG00000267364.4","grey"
"KCNJ2-AS1|ENSG00000267365.2","turquoise"
"UPK3BL1|ENSG00000267368.1","grey"
"MIR924HG|ENSG00000267374.3","grey"
"ENSG00000267383|ENSG00000267383.9","grey"
"ENSG00000267387|ENSG00000267387.1","grey"
"ENSG00000267388|ENSG00000267388.1","grey"
"KDSR-DT|ENSG00000267390.3","yellow"
"DM1-AS|ENSG00000267395.5","grey"
"ENSG00000267397|ENSG00000267397.1","grey"
"ENSG00000267412|ENSG00000267412.1","red"
"SETBP1-DT|ENSG00000267414.1","grey"
"HEATR6-DT|ENSG00000267416.2","grey"
"ENSG00000267417|ENSG00000267417.1","grey"
"ZNF56P|ENSG00000267419.4","grey"
"ZFP28-DT|ENSG00000267421.6","grey"
"ENSG00000267422|ENSG00000267422.1","grey"
"ENSG00000267429|ENSG00000267429.1","grey"
"ENSG00000267430|ENSG00000267430.1","grey"
"DNAH17-AS1|ENSG00000267432.6","turquoise"
"ENSG00000267436|ENSG00000267436.1","red"
"ENSG00000267437|ENSG00000267437.1","grey"
"LINC02594|ENSG00000267440.2","grey"
"LINC02073|ENSG00000267452.3","turquoise"
"ZNF582-DT|ENSG00000267454.6","yellow"
"ENSG00000267457|ENSG00000267457.1","turquoise"
"ZNF571-AS1|ENSG00000267470.6","grey"
"ENSG00000267474|ENSG00000267474.1","grey"
"NUDT19-DT|ENSG00000267475.3","grey"
"ENSG00000267481|ENSG00000267481.1","pink"
"CIRBP-AS1|ENSG00000267493.4","grey"
"UQCRFS1-DT|ENSG00000267498.2","turquoise"
"ZNF887P|ENSG00000267500.1","grey"
"ENSG00000267504|ENSG00000267504.1","grey"
"ENSG00000267506|ENSG00000267506.7","grey"
"ZNF285|ENSG00000267508.6","magenta"
"MIR23AHG|ENSG00000267519.6","green"
"ENSG00000267521|ENSG00000267521.1","grey"
"RPSAP57|ENSG00000267524.1","grey"
"ENSG00000267526|ENSG00000267526.1","grey"
"LINC01836|ENSG00000267530.5","grey"
"MIR497HG|ENSG00000267532.5","brown"
"S1PR2|ENSG00000267534.4","green"
"MTCO2P2|ENSG00000267541.1","grey"
"ENSG00000267543|ENSG00000267543.1","turquoise"
"ENSG00000267546|ENSG00000267546.2","grey"
"ZSCAN5A-AS1|ENSG00000267549.6","grey"
"ENSG00000267568|ENSG00000267568.6","grey"
"LINC02987|ENSG00000267575.9","yellow"
"ZNF24TR|ENSG00000267583.5","grey"
"LINC00907|ENSG00000267586.7","grey"
"ENSG00000267587|ENSG00000267587.1","grey"
"CYP4F24P|ENSG00000267594.5","grey"
"BRCA1P1|ENSG00000267595.1","grey"
"ENSG00000267605|ENSG00000267605.8","grey"
"ENSG00000267606|ENSG00000267606.1","grey"
"ENSG00000267623|ENSG00000267623.3","grey"
"ENSG00000267632|ENSG00000267632.1","yellow"
"ENSG00000267637|ENSG00000267637.1","grey"
"ENSG00000267640|ENSG00000267640.8","cyan"
"ENSG00000267648|ENSG00000267648.1","grey"
"ENSG00000267649|ENSG00000267649.1","turquoise"
"ENSG00000267651|ENSG00000267651.1","grey"
"ENSG00000267653|ENSG00000267653.1","green"
"ENSG00000267655|ENSG00000267655.1","grey"
"RAB5C-AS1|ENSG00000267658.1","grey"
"TSHZ3-AS1|ENSG00000267662.1","grey"
"ENSG00000267665|ENSG00000267665.3","grey"
"ENSG00000267666|ENSG00000267666.2","grey"
"ENSG00000267672|ENSG00000267672.1","grey"
"FDX2|ENSG00000267673.6","white"
"THA1P|ENSG00000267676.1","grey"
"ZNF224|ENSG00000267680.6","darkred"
"ENSG00000267681|ENSG00000267681.1","grey"
"ENSG00000267682|ENSG00000267682.1","grey"
"ENSG00000267683|ENSG00000267683.1","grey"
"LDLRAD4-AS1|ENSG00000267690.1","grey"
"TAF9P3|ENSG00000267692.1","grey"
"ENSG00000267707|ENSG00000267707.2","grey"
"ENSG00000267713|ENSG00000267713.1","grey"
"ENSG00000267714|ENSG00000267714.2","brown"
"ENSG00000267723|ENSG00000267723.1","grey"
"ENSG00000267724|ENSG00000267724.1","grey"
"LINC02565|ENSG00000267726.1","grey"
"ENSG00000267731|ENSG00000267731.1","grey"
"ENSG00000267737|ENSG00000267737.1","grey"
"ENSG00000267749|ENSG00000267749.1","black"
"RUNDC3A-AS1|ENSG00000267750.6","grey"
"BSG-AS1|ENSG00000267751.6","grey"
"ENSG00000267765|ENSG00000267765.1","grey"
"ENSG00000267766|ENSG00000267766.1","grey"
"CBARP-DT|ENSG00000267778.1","grey"
"ENSG00000267783|ENSG00000267783.3","grey"
"ENSG00000267784|ENSG00000267784.1","grey"
"ENSG00000267786|ENSG00000267786.1","grey"
"ENSG00000267787|ENSG00000267787.7","grey"
"ENSG00000267793|ENSG00000267793.1","grey"
"LIN37|ENSG00000267796.8","orange"
"MAN1A2P1|ENSG00000267799.1","grey"
"ENSG00000267801|ENSG00000267801.1","grey"
"ENSG00000267808|ENSG00000267808.1","grey"
"NDUFV2P1|ENSG00000267809.1","grey"
"ENSG00000267811|ENSG00000267811.1","grey"
"ENSG00000267834|ENSG00000267834.1","grey"
"ENSG00000267838|ENSG00000267838.2","grey"
"ARHGEF18-AS1|ENSG00000267852.1","grey"
"NDUFA7|ENSG00000267855.6","yellow"
"MZF1-AS1|ENSG00000267858.8","grey"
"ENSG00000267868|ENSG00000267868.1","grey"
"ZNF460-AS1|ENSG00000267871.6","grey"
"ENSG00000267882|ENSG00000267882.2","grey"
"ENSG00000267886|ENSG00000267886.1","grey60"
"ENSG00000267890|ENSG00000267890.1","darkturquoise"
"ENSG00000267904|ENSG00000267904.1","grey"
"CCDC177|ENSG00000267909.3","grey"
"ENSG00000267919|ENSG00000267919.1","grey"
"ENSG00000267922|ENSG00000267922.1","grey"
"ENSG00000267939|ENSG00000267939.1","grey"
"ENSG00000267940|ENSG00000267940.1","blue"
"ENSG00000267980|ENSG00000267980.1","grey"
"CARD8-AS1|ENSG00000268001.1","grey"
"PTOV1-AS1|ENSG00000268006.1","grey"
"ENSG00000268027|ENSG00000268027.5","purple"
"TPM3P5|ENSG00000268034.1","grey"
"LINC01785|ENSG00000268038.5","grey"
"ERFL|ENSG00000268041.3","grey"
"NBPF12|ENSG00000268043.9","grey"
"ENSG00000268049|ENSG00000268049.1","black"
"ENSG00000268051|ENSG00000268051.1","grey"
"ENSG00000268055|ENSG00000268055.2","grey"
"NAPA-AS1|ENSG00000268061.6","grey"
"FMR1-AS1|ENSG00000268066.5","grey"
"ENSG00000268069|ENSG00000268069.2","turquoise"
"ENSG00000268081|ENSG00000268081.3","grey"
"GABRQ|ENSG00000268089.3","grey"
"ENSG00000268093|ENSG00000268093.1","grey"
"VN1R84P|ENSG00000268117.1","grey"
"ENSG00000268119|ENSG00000268119.8","grey"
"ENSG00000268129|ENSG00000268129.2","grey"
"ENSG00000268170|ENSG00000268170.2","turquoise"
"SMIM17|ENSG00000268182.6","grey"
"ENSG00000268201|ENSG00000268201.1","grey"
"ENSG00000268205|ENSG00000268205.1","lightyellow"
"ENSG00000268218|ENSG00000268218.1","green"
"ENSG00000268231|ENSG00000268231.1","black"
"FKBP4P6|ENSG00000268234.1","grey"
"ENSG00000268266|ENSG00000268266.1","grey"
"VN1R78P|ENSG00000268272.1","grey"
"ENSG00000268278|ENSG00000268278.1","grey"
"ENSG00000268288|ENSG00000268288.1","grey"
"CLEC4GP1|ENSG00000268297.1","grey"
"ENSG00000268333|ENSG00000268333.1","grey"
"FAM156A|ENSG00000268350.8","grey"
"ENSG00000268362|ENSG00000268362.6","yellow"
"SMC5-DT|ENSG00000268364.3","grey"
"ENSG00000268379|ENSG00000268379.1","grey"
"FENDRR|ENSG00000268388.6","salmon"
"ENSG00000268392|ENSG00000268392.1","yellow"
"ENSG00000268401|ENSG00000268401.2","turquoise"
"ENSG00000268403|ENSG00000268403.3","yellow"
"ENSG00000268460|ENSG00000268460.2","grey"
"MIR4453HG|ENSG00000268471.6","grey"
"ENSG00000268472|ENSG00000268472.2","grey"
"ENSG00000268475|ENSG00000268475.1","grey"
"ENSG00000268496|ENSG00000268496.1","black"
"SIGLEC5|ENSG00000268500.7","grey"
"ZNF8-DT|ENSG00000268516.4","grey"
"ENSG00000268518|ENSG00000268518.1","turquoise"
"ENSG00000268520|ENSG00000268520.1","grey"
"VN1R83P|ENSG00000268521.1","turquoise"
"CYP2T3P|ENSG00000268529.1","grey"
"ENSG00000268543|ENSG00000268543.1","grey"
"ENSG00000268555|ENSG00000268555.2","grey"
"ENSG00000268565|ENSG00000268565.1","grey"
"ENSG00000268573|ENSG00000268573.1","turquoise"
"ENSG00000268583|ENSG00000268583.2","grey"
"ENSG00000268584|ENSG00000268584.1","grey"
"VN1R80P|ENSG00000268598.1","grey"
"ENSG00000268601|ENSG00000268601.1","grey"
"ENSG00000268603|ENSG00000268603.2","grey"
"ENSG00000268628|ENSG00000268628.2","grey"
"MIMT1|ENSG00000268654.2","blue"
"LINC00664|ENSG00000268658.5","grey"
"ENSG00000268659|ENSG00000268659.2","grey"
"LETM1P2|ENSG00000268660.1","grey"
"ENSG00000268670|ENSG00000268670.1","black"
"ENSG00000268678|ENSG00000268678.1","grey"
"ENSG00000268683|ENSG00000268683.1","grey"
"ENSG00000268686|ENSG00000268686.2","grey"
"ENSG00000268707|ENSG00000268707.1","grey"
"BNIP3P33|ENSG00000268717.1","grey"
"HSFX2|ENSG00000268738.3","grey"
"ENSG00000268743|ENSG00000268743.1","grey"
"ENSG00000268745|ENSG00000268745.1","grey"
"ENSG00000268747|ENSG00000268747.1","grey"
"SCGB1B2P|ENSG00000268751.2","grey"
"ADGRE4P|ENSG00000268758.7","grey"
"ENSG00000268798|ENSG00000268798.1","red"
"BNIP3P32|ENSG00000268830.1","grey"
"ENSG00000268836|ENSG00000268836.1","grey"
"ENSG00000268858|ENSG00000268858.2","grey"
"ESPNP|ENSG00000268869.6","grey"
"IGFL1P1|ENSG00000268879.1","grey"
"PNMA6B|ENSG00000268883.2","grey"
"PLCE1-AS1|ENSG00000268894.7","grey"
"A1BG-AS1|ENSG00000268895.6","lightgreen"
"ENSG00000268912|ENSG00000268912.1","grey"
"CT45A1|ENSG00000268940.6","grey"
"ENSG00000268945|ENSG00000268945.1","grey"
"ENSG00000268955|ENSG00000268955.2","grey"
"MAN1B1-DT|ENSG00000268996.3","turquoise"
"ZNF818P|ENSG00000269001.4","grey"
"HOMER3-AS1|ENSG00000269019.2","grey"
"ENSG00000269032|ENSG00000269032.1","grey"
"SF1-DT|ENSG00000269038.1","grey"
"ENSG00000269044|ENSG00000269044.2","grey"
"ZNF497-AS1|ENSG00000269054.3","yellow"
"ZNF728|ENSG00000269067.2","brown"
"ENSG00000269068|ENSG00000269068.1","grey"
"ENSG00000269069|ENSG00000269069.1","grey"
"ENSG00000269091|ENSG00000269091.6","grey"
"ENSG00000269106|ENSG00000269106.1","grey"
"TRABD2B|ENSG00000269113.4","grey"
"ZNF209P|ENSG00000269138.1","grey"
"ENSG00000269139|ENSG00000269139.2","grey"
"ENSG00000269151|ENSG00000269151.3","grey"
"ENSG00000269176|ENSG00000269176.2","grey"
"ENSG00000269189|ENSG00000269189.1","grey"
"FBXO17|ENSG00000269190.6","grey"
"ENSG00000269194|ENSG00000269194.1","grey"
"ENSG00000269210|ENSG00000269210.3","grey"
"TMSB15B|ENSG00000269226.8","grey"
"ZNF350-AS1|ENSG00000269235.4","grey"
"ENSG00000269246|ENSG00000269246.2","yellow"
"ENSG00000269274|ENSG00000269274.1","grey"
"ZSCAN16-AS1|ENSG00000269293.5","yellow"
"MAGIX|ENSG00000269313.6","grey"
"ENSG00000269318|ENSG00000269318.1","grey"
"IKBKG|ENSG00000269335.7","orange"
"ZNF587B|ENSG00000269343.9","grey"
"VN1R85P|ENSG00000269345.1","grey"
"PTOV1-AS2|ENSG00000269352.1","darkgrey"
"ENSG00000269356|ENSG00000269356.1","grey"
"ENSG00000269374|ENSG00000269374.1","grey"
"ENSG00000269376|ENSG00000269376.1","grey"
"RAB11B-AS1|ENSG00000269386.6","turquoise"
"ENSG00000269387|ENSG00000269387.1","grey"
"ENSG00000269388|ENSG00000269388.1","grey"
"ENSG00000269397|ENSG00000269397.1","grey"
"ENSG00000269399|ENSG00000269399.2","grey"
"LINC01224|ENSG00000269416.7","grey"
"ENSG00000269421|ENSG00000269421.1","grey"
"PGLS-DT|ENSG00000269439.7","yellow"
"ENSG00000269444|ENSG00000269444.1","grey"
"ENSG00000269463|ENSG00000269463.1","grey"
"ZNF132-DT|ENSG00000269473.1","grey"
"ENSG00000269482|ENSG00000269482.1","grey"
"ERVK9-11|ENSG00000269486.2","grey"
"ENSG00000269489|ENSG00000269489.1","grey"
"DMRTC1|ENSG00000269502.6","grey"
"ENSG00000269514|ENSG00000269514.3","grey"
"ENSG00000269553|ENSG00000269553.1","turquoise"
"TMEM185A|ENSG00000269556.9","grey"
"ENSG00000269559|ENSG00000269559.2","grey"
"ENSG00000269560|ENSG00000269560.1","grey"
"ENSG00000269570|ENSG00000269570.2","black"
"ENSG00000269578|ENSG00000269578.1","grey"
"C10orf95-AS1|ENSG00000269609.6","yellow"
"ENSG00000269621|ENSG00000269621.1","grey"
"ENSG00000269653|ENSG00000269653.1","grey"
"ENSG00000269688|ENSG00000269688.1","grey"
"ZNF470-DT|ENSG00000269696.3","grey"
"ZIM2|ENSG00000269699.7","grey"
"ENSG00000269707|ENSG00000269707.2","greenyellow"
"NBPF9|ENSG00000269713.9","grey"
"CCDC194|ENSG00000269720.3","grey"
"ENSG00000269736|ENSG00000269736.1","grey"
"SLC25A53|ENSG00000269743.3","grey"
"PLEKHA3P1|ENSG00000269800.1","grey"
"ENSG00000269815|ENSG00000269815.1","grey"
"KCNQ1OT1|ENSG00000269821.1","turquoise"
"ENSG00000269825|ENSG00000269825.3","grey"
"ZNF528-AS1|ENSG00000269834.8","grey"
"IPO5P1|ENSG00000269837.1","grey"
"EGLN2|ENSG00000269858.6","red"
"ENSG00000269867|ENSG00000269867.1","grey"
"ENSG00000269873|ENSG00000269873.1","grey"
"ENSG00000269883|ENSG00000269883.1","grey"
"ENSG00000269886|ENSG00000269886.1","grey"
"ENSG00000269887|ENSG00000269887.1","grey"
"ENSG00000269889|ENSG00000269889.1","grey"
"ENSG00000269892|ENSG00000269892.1","grey"
"SNHG8|ENSG00000269893.10","yellow"
"ENSG00000269895|ENSG00000269895.1","grey"
"ENSG00000269896|ENSG00000269896.2","grey"
"ENSG00000269902|ENSG00000269902.1","blue"
"ENSG00000269903|ENSG00000269903.1","grey"
"MAP2K4P1|ENSG00000269904.2","grey"
"ENSG00000269906|ENSG00000269906.1","grey"
"ENSG00000269918|ENSG00000269918.1","lightcyan"
"ENSG00000269921|ENSG00000269921.1","grey"
"ENSG00000269924|ENSG00000269924.1","grey"
"ENSG00000269925|ENSG00000269925.1","grey"
"MIRLET7A1HG|ENSG00000269929.5","yellow"
"ENSG00000269934|ENSG00000269934.3","grey"
"ENSG00000269935|ENSG00000269935.1","red"
"ENSG00000269937|ENSG00000269937.1","grey"
"ENSG00000269938|ENSG00000269938.1","blue"
"PCF11-AS1|ENSG00000269939.1","grey"
"ENSG00000269940|ENSG00000269940.1","grey"
"ENSG00000269944|ENSG00000269944.1","grey"
"ENSG00000269945|ENSG00000269945.1","grey"
"ENSG00000269947|ENSG00000269947.1","grey"
"ENSG00000269949|ENSG00000269949.1","grey"
"ENSG00000269951|ENSG00000269951.1","blue"
"ENSG00000269952|ENSG00000269952.1","grey"
"MKNK1-AS1|ENSG00000269956.2","grey"
"ENSG00000269958|ENSG00000269958.1","grey"
"SPACA6-AS1|ENSG00000269959.1","grey"
"ERBIN-DT|ENSG00000269961.1","grey"
"MEI4|ENSG00000269964.4","grey"
"ENSG00000269967|ENSG00000269967.1","blue"
"ENSG00000269968|ENSG00000269968.1","grey"
"ENSG00000269971|ENSG00000269971.1","grey"
"ENSG00000269973|ENSG00000269973.1","grey"
"ENSG00000269976|ENSG00000269976.1","grey"
"ENSG00000269978|ENSG00000269978.1","grey"
"ENSG00000269981|ENSG00000269981.1","grey"
"ENSG00000269982|ENSG00000269982.1","turquoise"
"ENSG00000269983|ENSG00000269983.1","grey"
"ENSG00000269984|ENSG00000269984.1","grey"
"ENSG00000269986|ENSG00000269986.1","grey"
"ENSG00000269997|ENSG00000269997.1","grey"
"ENSG00000270000|ENSG00000270000.1","grey"
"ENSG00000270001|ENSG00000270001.1","brown"
"C16orf95-DT|ENSG00000270006.4","grey"
"ENSG00000270012|ENSG00000270012.1","turquoise"
"ENSG00000270016|ENSG00000270016.1","grey"
"ENSG00000270019|ENSG00000270019.2","blue"
"ENSG00000270020|ENSG00000270020.1","grey"
"ENSG00000270021|ENSG00000270021.1","grey"
"ENSG00000270022|ENSG00000270022.3","grey"
"BMS1P7|ENSG00000270025.2","grey"
"ENSG00000270031|ENSG00000270031.1","grey"
"ENSG00000270035|ENSG00000270035.1","grey"
"ENSG00000270039|ENSG00000270039.1","grey"
"ENSG00000270048|ENSG00000270048.1","grey"
"ATP6V0D1-DT|ENSG00000270049.4","darkgrey"
"ENSG00000270055|ENSG00000270055.1","grey"
"ENSG00000270059|ENSG00000270059.1","turquoise"
"ENSG00000270060|ENSG00000270060.1","grey"
"ENSG00000270061|ENSG00000270061.1","grey"
"ENSG00000270062|ENSG00000270062.1","grey"
"MIR222HG|ENSG00000270069.3","blue"
"ENSG00000270071|ENSG00000270071.5","grey"
"ENSG00000270072|ENSG00000270072.1","yellow"
"ENSG00000270074|ENSG00000270074.1","grey"
"ENSG00000270075|ENSG00000270075.1","grey"
"ENSG00000270076|ENSG00000270076.1","grey"
"ENSG00000270077|ENSG00000270077.1","grey"
"ENSG00000270083|ENSG00000270083.1","grey"
"GAS5-AS1|ENSG00000270084.2","grey"
"ENSG00000270087|ENSG00000270087.7","grey"
"ENSG00000270090|ENSG00000270090.5","grey"
"ENSG00000270091|ENSG00000270091.1","blue"
"ENSG00000270095|ENSG00000270095.1","grey"
"ENSG00000270096|ENSG00000270096.1","greenyellow"
"ENSG00000270100|ENSG00000270100.1","grey"
"ENSG00000270108|ENSG00000270108.1","grey"
"CELF2-DT|ENSG00000270111.4","yellow"
"ST8SIA5-DT|ENSG00000270112.5","grey"
"ENSG00000270115|ENSG00000270115.1","grey"
"ENSG00000270116|ENSG00000270116.1","blue"
"ENSG00000270117|ENSG00000270117.2","grey"
"ENSG00000270127|ENSG00000270127.2","grey"
"ENSG00000270130|ENSG00000270130.1","grey"
"ENSG00000270133|ENSG00000270133.1","grey"
"ENSG00000270135|ENSG00000270135.1","grey"
"ENSG00000270137|ENSG00000270137.1","blue"
"ENSG00000270140|ENSG00000270140.1","grey"
"ENSG00000270147|ENSG00000270147.1","grey"
