"","module"
"TSPAN6|ENSG00000000003.15","brown"
"ENSG00000278727|ENSG00000278727.1","red"
"ENSG00000278730|ENSG00000278730.1","turquoise"
"ENSG00000278733|ENSG00000278733.1","grey"
"ENSG00000278740|ENSG00000278740.1","grey"
"ENSG00000278743|ENSG00000278743.2","grey"
"RN7SL660P|ENSG00000278746.1","turquoise"
"FAM27B|ENSG00000278763.1","grey"
"ENSG00000278765|ENSG00000278765.1","grey"
"BACE1-AS|ENSG00000278768.4","grey"
"ENSG00000278769|ENSG00000278769.1","turquoise"
"Metazoa_SRP|ENSG00000278770.1","grey"
"RN7SL3|ENSG00000278771.1","grey"
"ENSG00000278784|ENSG00000278784.1","grey"
"ENSG00000278791|ENSG00000278791.1","grey"
"PWWP4|ENSG00000278803.3","grey"
"ENSG00000278816|ENSG00000278816.1","turquoise"
"Metazoa_SRP|ENSG00000278818.1","pink"
"H3C10|ENSG00000278828.2","grey"
"ENSG00000278829|ENSG00000278829.1","turquoise"
"ENSG00000278831|ENSG00000278831.1","grey"
"ENSG00000278834|ENSG00000278834.2","grey"
"ENSG00000278840|ENSG00000278840.1","red"
"ENSG00000278842|ENSG00000278842.1","grey"
"MRPL45|ENSG00000278845.5","magenta"
"ENSG00000278847|ENSG00000278847.1","grey"
"ENSG00000278861|ENSG00000278861.1","grey"
"ENSG00000278863|ENSG00000278863.1","turquoise"
"ENSG00000278864|ENSG00000278864.1","lightyellow"
"ENSG00000278867|ENSG00000278867.1","grey"
"ENSG00000278872|ENSG00000278872.1","black"
"PRO1804|ENSG00000278873.1","pink"
"ENSG00000278875|ENSG00000278875.1","pink"
"ENSG00000278876|ENSG00000278876.1","grey"
"ENSG00000278879|ENSG00000278879.1","grey"
"ENSG00000278886|ENSG00000278886.1","grey"
"ENSG00000278890|ENSG00000278890.1","grey"
"ENSG00000278891|ENSG00000278891.1","cyan"
"ENSG00000278893|ENSG00000278893.1","grey"
"ENSG00000278896|ENSG00000278896.1","grey"
"ENSG00000278897|ENSG00000278897.1","turquoise"
"ENSG00000278900|ENSG00000278900.1","turquoise"
"ENSG00000278905|ENSG00000278905.1","grey"
"ENSG00000278909|ENSG00000278909.1","turquoise"
"ENSG00000278913|ENSG00000278913.1","yellow"
"ENSG00000278915|ENSG00000278915.1","grey"
"CEP83-DT|ENSG00000278916.1","grey"
"ENSG00000278917|ENSG00000278917.1","grey"
"EPB41L4A-DT|ENSG00000278921.2","grey"
"ENSG00000278925|ENSG00000278925.1","grey"
"ENSG00000278926|ENSG00000278926.1","grey"
"ENSG00000278931|ENSG00000278931.1","grey"
"ENSG00000278932|ENSG00000278932.6","grey"
"ENSG00000278934|ENSG00000278934.1","yellow"
"SMG6-IT1|ENSG00000278941.1","grey"
"ENSG00000278943|ENSG00000278943.1","grey"
"ENSG00000278948|ENSG00000278948.1","turquoise"
"ENSG00000278949|ENSG00000278949.1","lightyellow"
"ENSG00000278952|ENSG00000278952.1","grey"
"ENSG00000278959|ENSG00000278959.1","grey"
"ENSG00000278962|ENSG00000278962.1","red"
"ENSG00000278963|ENSG00000278963.1","grey"
"ENSG00000278969|ENSG00000278969.1","yellow"
"HEIH|ENSG00000278970.4","blue"
"ENSG00000278971|ENSG00000278971.1","turquoise"
"ENSG00000278972|ENSG00000278972.1","grey"
"ENSG00000278974|ENSG00000278974.1","grey"
"ENSG00000278975|ENSG00000278975.1","pink"
"ENSG00000278979|ENSG00000278979.1","grey"
"ENSG00000278981|ENSG00000278981.1","grey"
"ENSG00000278982|ENSG00000278982.1","grey"
"ENSG00000278983|ENSG00000278983.1","lightyellow"
"ENSG00000278985|ENSG00000278985.1","grey"
"ENSG00000278986|ENSG00000278986.1","grey"
"ENSG00000278987|ENSG00000278987.1","grey"
"ENSG00000278989|ENSG00000278989.1","red"
"ENSG00000278991|ENSG00000278991.1","grey"
"ENSG00000278993|ENSG00000278993.1","grey"
"ENSG00000278997|ENSG00000278997.1","turquoise"
"ENSG00000279017|ENSG00000279017.1","grey"
"ENSG00000279019|ENSG00000279019.1","grey"
"C18orf15|ENSG00000279020.1","cyan"
"ENSG00000279022|ENSG00000279022.1","lightgreen"
"ENSG00000279026|ENSG00000279026.1","grey"
"ENSG00000279031|ENSG00000279031.1","grey"
"ENSG00000279035|ENSG00000279035.1","grey"
"ENSG00000279039|ENSG00000279039.1","grey"
"ENSG00000279041|ENSG00000279041.1","grey"
"ENSG00000279042|ENSG00000279042.1","black"
"ENSG00000279044|ENSG00000279044.1","lightyellow"
"ENSG00000279048|ENSG00000279048.2","grey"
"ENSG00000279057|ENSG00000279057.1","grey"
"AGAP14P|ENSG00000279058.2","grey"
"ENSG00000279059|ENSG00000279059.1","pink"
"HEXD-IT1|ENSG00000279066.1","grey"
"ENSG00000279067|ENSG00000279067.1","grey"
"ENSG00000279069|ENSG00000279069.2","red"
"ENSG00000279075|ENSG00000279075.1","grey"
"ENSG00000279077|ENSG00000279077.1","grey"
"SND1-IT1|ENSG00000279078.1","green"
"LINC01727|ENSG00000279082.5","grey"
"ENSG00000279088|ENSG00000279088.2","turquoise"
"ENSG00000279089|ENSG00000279089.1","grey"
"ENSG00000279090|ENSG00000279090.1","red"
"ENSG00000279091|ENSG00000279091.1","grey"
"ENSG00000279092|ENSG00000279092.1","grey"
"ENSG00000279098|ENSG00000279098.1","grey"
"ENSG00000279099|ENSG00000279099.1","pink"
"ENSG00000279103|ENSG00000279103.1","grey"
"ENSG00000279104|ENSG00000279104.1","grey"
"ENSG00000279106|ENSG00000279106.1","grey"
"ENSG00000279107|ENSG00000279107.1","grey"
"ENSG00000279108|ENSG00000279108.1","grey"
"ENSG00000279113|ENSG00000279113.1","red"
"ENSG00000279114|ENSG00000279114.1","turquoise"
"ENSG00000279118|ENSG00000279118.1","lightgreen"
"ENSG00000279122|ENSG00000279122.1","grey"
"ENSG00000279128|ENSG00000279128.1","grey"
"ENSG00000279133|ENSG00000279133.1","turquoise"
"ENSG00000279135|ENSG00000279135.1","royalblue"
"ENSG00000279138|ENSG00000279138.1","yellow"
"ENSG00000279144|ENSG00000279144.1","grey"
"ENSG00000279145|ENSG00000279145.2","red"
"ENSG00000279146|ENSG00000279146.1","cyan"
"ENSG00000279147|ENSG00000279147.1","grey"
"ENSG00000279148|ENSG00000279148.1","red"
"ENSG00000279149|ENSG00000279149.1","grey"
"ENSG00000279159|ENSG00000279159.1","grey"
"ENSG00000279161|ENSG00000279161.1","turquoise"
"ENSG00000279162|ENSG00000279162.1","grey"
"ENSG00000279166|ENSG00000279166.1","turquoise"
"ENSG00000279168|ENSG00000279168.2","grey"
"TSTD3|ENSG00000279170.3","brown"
"ENSG00000279174|ENSG00000279174.1","grey"
"ENSG00000279175|ENSG00000279175.1","cyan"
"ENSG00000279176|ENSG00000279176.1","grey"
"ENSG00000279179|ENSG00000279179.1","lightyellow"
"ENSG00000279180|ENSG00000279180.1","grey"
"ENSG00000279189|ENSG00000279189.1","pink"
"PWAR5|ENSG00000279192.1","red"
"ENSG00000279196|ENSG00000279196.1","cyan"
"ENSG00000279197|ENSG00000279197.1","pink"
"ENSG00000279198|ENSG00000279198.2","grey"
"ENSG00000279199|ENSG00000279199.1","grey"
"ENSG00000279200|ENSG00000279200.1","grey"
"ENSG00000279202|ENSG00000279202.1","pink"
"ENSG00000279203|ENSG00000279203.1","grey"
"ENSG00000279207|ENSG00000279207.1","grey"
"ENSG00000279214|ENSG00000279214.1","turquoise"
"ENSG00000279221|ENSG00000279221.1","pink"
"ENSG00000279223|ENSG00000279223.1","turquoise"
"ENSG00000279227|ENSG00000279227.2","red"
"ENSG00000279233|ENSG00000279233.1","cyan"
"ENSG00000279235|ENSG00000279235.1","grey"
"ENSG00000279236|ENSG00000279236.1","grey"
"LINC02736|ENSG00000279243.3","grey"
"ENSG00000279246|ENSG00000279246.1","grey"
"ENSG00000279249|ENSG00000279249.4","grey"
"ENSG00000279250|ENSG00000279250.1","lightyellow"
"ENSG00000279253|ENSG00000279253.1","turquoise"
"ENSG00000279254|ENSG00000279254.1","grey"
"ENSG00000279255|ENSG00000279255.2","black"
"ENSG00000279259|ENSG00000279259.1","grey"
"OR2L8|ENSG00000279263.1","grey"
"ENSG00000279265|ENSG00000279265.1","brown"
"ENSG00000279266|ENSG00000279266.1","grey"
"ENSG00000279267|ENSG00000279267.1","grey"
"ENSG00000279276|ENSG00000279276.1","pink"
"ENSG00000279277|ENSG00000279277.2","green"
"ENSG00000279281|ENSG00000279281.1","grey"
"ENSG00000279283|ENSG00000279283.1","royalblue"
"ENSG00000279285|ENSG00000279285.1","grey"
"ENSG00000279286|ENSG00000279286.2","grey"
"ENSG00000279288|ENSG00000279288.1","green"
"ENSG00000279289|ENSG00000279289.1","brown"
"ENSG00000279294|ENSG00000279294.1","lightyellow"
"OR2T11|ENSG00000279301.5","grey"
"ENSG00000279302|ENSG00000279302.3","brown"
"ENSG00000279306|ENSG00000279306.1","grey"
"ENSG00000279310|ENSG00000279310.1","grey"
"ENSG00000279311|ENSG00000279311.1","brown"
"ENSG00000279315|ENSG00000279315.1","cyan"
"ENSG00000279317|ENSG00000279317.4","tan"
"ENSG00000279319|ENSG00000279319.1","pink"
"ENSG00000279320|ENSG00000279320.1","grey"
"ENSG00000279328|ENSG00000279328.1","grey"
"ENSG00000279329|ENSG00000279329.1","grey"
"ENSG00000279330|ENSG00000279330.1","grey"
"ENSG00000279333|ENSG00000279333.1","grey"
"ENSG00000279340|ENSG00000279340.1","grey"
"ENSG00000279342|ENSG00000279342.2","grey"
"ENSG00000279344|ENSG00000279344.1","grey"
"ENSG00000279347|ENSG00000279347.1","grey"
"ENSG00000279348|ENSG00000279348.1","red"
"ENSG00000279349|ENSG00000279349.1","green"
"ENSG00000279354|ENSG00000279354.1","grey"
"ENSG00000279356|ENSG00000279356.1","grey"
"ENSG00000279358|ENSG00000279358.1","grey"
"ENSG00000279359|ENSG00000279359.1","grey"
"ENSG00000279361|ENSG00000279361.1","grey"
"ENSG00000279366|ENSG00000279366.1","grey"
"ENSG00000279369|ENSG00000279369.1","black"
"ENSG00000279372|ENSG00000279372.1","grey"
"ENSG00000279373|ENSG00000279373.1","grey"
"ENSG00000279377|ENSG00000279377.1","grey"
"ENSG00000279384|ENSG00000279384.1","grey"
"ENSG00000279387|ENSG00000279387.1","cyan"
"ENSG00000279388|ENSG00000279388.1","grey"
"ENSG00000279393|ENSG00000279393.2","grey"
"ENSG00000279394|ENSG00000279394.1","grey"
"ENSG00000279398|ENSG00000279398.1","grey"
"ENSG00000279406|ENSG00000279406.1","grey"
"ENSG00000279407|ENSG00000279407.1","grey"
"ENSG00000279409|ENSG00000279409.1","pink"
"ENSG00000279410|ENSG00000279410.1","cyan"
"ENSG00000279415|ENSG00000279415.1","pink"
"ENSG00000279416|ENSG00000279416.1","grey"
"ENSG00000279419|ENSG00000279419.1","turquoise"
"ENSG00000279425|ENSG00000279425.1","grey"
"ENSG00000279432|ENSG00000279432.1","lightyellow"
"ENSG00000279433|ENSG00000279433.1","grey"
"ENSG00000279434|ENSG00000279434.1","grey"
"ENSG00000279437|ENSG00000279437.1","grey"
"ENSG00000279439|ENSG00000279439.1","grey"
"ENSG00000279443|ENSG00000279443.1","grey"
"ENSG00000279453|ENSG00000279453.1","yellow"
"ENSG00000279455|ENSG00000279455.1","turquoise"
"ENSG00000279456|ENSG00000279456.1","grey"
"WASH9P|ENSG00000279457.4","grey"
"ENSG00000279462|ENSG00000279462.1","pink"
"ENSG00000279463|ENSG00000279463.1","grey"
"ENSG00000279464|ENSG00000279464.1","grey"
"ENSG00000279469|ENSG00000279469.1","grey"
"ENSG00000279474|ENSG00000279474.1","grey"
"ENSG00000279476|ENSG00000279476.1","cyan"
"ENSG00000279481|ENSG00000279481.1","pink"
"KLHL30-AS1|ENSG00000279484.2","grey"
"ENSG00000279485|ENSG00000279485.1","grey"
"OR2AG1|ENSG00000279486.6","grey"
"ENSG00000279491|ENSG00000279491.2","grey"
"ENSG00000279495|ENSG00000279495.1","turquoise"
"ENSG00000279497|ENSG00000279497.1","pink"
"ENSG00000279499|ENSG00000279499.1","grey"
"ENSG00000279500|ENSG00000279500.1","grey"
"ENSG00000279502|ENSG00000279502.1","grey"
"ENSG00000279513|ENSG00000279513.1","grey"
"ENSG00000279518|ENSG00000279518.1","green"
"ENSG00000279520|ENSG00000279520.1","royalblue"
"ENSG00000279527|ENSG00000279527.1","grey"
"ENSG00000279529|ENSG00000279529.2","grey"
"ENSG00000279536|ENSG00000279536.1","grey"
"ENSG00000279537|ENSG00000279537.1","black"
"ENSG00000279539|ENSG00000279539.1","grey"
"ENSG00000279543|ENSG00000279543.1","cyan"
"ENSG00000279544|ENSG00000279544.1","grey"
"ENSG00000279549|ENSG00000279549.1","grey"
"ENSG00000279554|ENSG00000279554.1","pink"
"ENSG00000279555|ENSG00000279555.1","lightgreen"
"ENSG00000279557|ENSG00000279557.1","grey"
"ENSG00000279561|ENSG00000279561.3","yellow"
"ENSG00000279565|ENSG00000279565.1","yellow"
"ENSG00000279569|ENSG00000279569.1","grey"
"ENSG00000279570|ENSG00000279570.1","turquoise"
"ENSG00000279572|ENSG00000279572.1","grey"
"ENSG00000279573|ENSG00000279573.1","grey"
"ENSG00000279575|ENSG00000279575.1","yellow"
"ENSG00000279578|ENSG00000279578.1","grey"
"ENSG00000279583|ENSG00000279583.1","grey"
"ENSG00000279586|ENSG00000279586.1","lightyellow"
"ENSG00000279587|ENSG00000279587.1","grey"
"ENSG00000279589|ENSG00000279589.1","grey"
"ENSG00000279591|ENSG00000279591.1","turquoise"
"ENSG00000279594|ENSG00000279594.1","grey"
"ENSG00000279598|ENSG00000279598.1","grey"
"ENSG00000279600|ENSG00000279600.1","grey"
"ENSG00000279602|ENSG00000279602.2","tan"
"ENSG00000279606|ENSG00000279606.1","grey"
"ENSG00000279608|ENSG00000279608.1","green"
"ENSG00000279611|ENSG00000279611.1","grey"
"ENSG00000279613|ENSG00000279613.1","grey"
"ENSG00000279616|ENSG00000279616.1","pink"
"ENSG00000279619|ENSG00000279619.1","grey"
"ENSG00000279620|ENSG00000279620.1","cyan"
"ENSG00000279623|ENSG00000279623.1","grey"
"ENSG00000279631|ENSG00000279631.1","grey"
"ENSG00000279632|ENSG00000279632.1","grey"
"ENSG00000279633|ENSG00000279633.1","grey"
"ENSG00000279638|ENSG00000279638.1","grey"
"ENSG00000279649|ENSG00000279649.1","turquoise"
"ENSG00000279653|ENSG00000279653.1","grey"
"ENSG00000279656|ENSG00000279656.1","grey"
"ENSG00000279659|ENSG00000279659.1","pink"
"ENSG00000279662|ENSG00000279662.1","grey"
"ENSG00000279663|ENSG00000279663.3","red"
"ENSG00000279665|ENSG00000279665.1","grey"
"ENSG00000279667|ENSG00000279667.1","purple"
"ENSG00000279668|ENSG00000279668.4","pink"
"ENSG00000279670|ENSG00000279670.1","grey"
"ENSG00000279672|ENSG00000279672.2","grey"
"ENSG00000279673|ENSG00000279673.2","grey"
"ENSG00000279674|ENSG00000279674.1","pink"
"ENSG00000279675|ENSG00000279675.1","red"
"ENSG00000279678|ENSG00000279678.1","cyan"
"ENSG00000279679|ENSG00000279679.1","grey"
"ENSG00000279682|ENSG00000279682.1","grey"
"ENSG00000279684|ENSG00000279684.1","grey"
"MAPT-IT1|ENSG00000279685.2","lightyellow"
"ENSG00000279689|ENSG00000279689.1","grey"
"ENSG00000279691|ENSG00000279691.1","grey"
"ENSG00000279693|ENSG00000279693.1","black"
"ENSG00000279696|ENSG00000279696.1","grey"
"ENSG00000279698|ENSG00000279698.1","grey"
"ENSG00000279699|ENSG00000279699.1","grey"
"ENSG00000279700|ENSG00000279700.1","lightyellow"
"ENSG00000279702|ENSG00000279702.1","pink"
"ENSG00000279708|ENSG00000279708.1","grey"
"ENSG00000279712|ENSG00000279712.1","pink"
"ENSG00000279717|ENSG00000279717.1","grey"
"SOWAHCP2|ENSG00000279720.1","grey"
"ENSG00000279721|ENSG00000279721.1","grey"
"ENSG00000279722|ENSG00000279722.1","grey"
"ENSG00000279726|ENSG00000279726.2","green"
"LINC02033|ENSG00000279727.1","pink"
"ENSG00000279738|ENSG00000279738.1","brown"
"ENSG00000279739|ENSG00000279739.1","pink"
"ENSG00000279742|ENSG00000279742.1","grey"
"ENSG00000279743|ENSG00000279743.1","pink"
"ENSG00000279744|ENSG00000279744.1","grey"
"ENSG00000279752|ENSG00000279752.1","pink"
"ENSG00000279757|ENSG00000279757.1","turquoise"
"ENSG00000279759|ENSG00000279759.1","lightyellow"
"ENSG00000279764|ENSG00000279764.1","lightyellow"
"ENSG00000279766|ENSG00000279766.1","turquoise"
"LINC00552|ENSG00000279770.1","grey"
"ENSG00000279778|ENSG00000279778.1","yellow"
"ENSG00000279781|ENSG00000279781.1","grey"
"ENSG00000279786|ENSG00000279786.1","pink"
"ENSG00000279789|ENSG00000279789.1","turquoise"
"ENSG00000279791|ENSG00000279791.1","grey"
"ENSG00000279792|ENSG00000279792.1","grey"
"ENSG00000279794|ENSG00000279794.1","grey"
"ENSG00000279796|ENSG00000279796.1","grey"
"ENSG00000279799|ENSG00000279799.1","grey"
"BCLAF1P2|ENSG00000279800.2","grey"
"ENSG00000279801|ENSG00000279801.1","royalblue"
"ENSG00000279803|ENSG00000279803.1","turquoise"
"ENSG00000279811|ENSG00000279811.1","turquoise"
"ENSG00000279814|ENSG00000279814.1","greenyellow"
"ENSG00000279819|ENSG00000279819.1","turquoise"
"ENSG00000279821|ENSG00000279821.1","grey"
"ENSG00000279822|ENSG00000279822.1","turquoise"
"ENSG00000279829|ENSG00000279829.1","cyan"
"ENSG00000279834|ENSG00000279834.1","purple"
"ENSG00000279836|ENSG00000279836.1","grey"
"ENSG00000279837|ENSG00000279837.1","grey"
"ENSG00000279838|ENSG00000279838.1","turquoise"
"ENSG00000279839|ENSG00000279839.1","grey"
"ENSG00000279841|ENSG00000279841.1","lightyellow"
"ENSG00000279845|ENSG00000279845.1","brown"
"ENSG00000279852|ENSG00000279852.1","grey"
"ENSG00000279853|ENSG00000279853.1","green"
"ENSG00000279858|ENSG00000279858.1","grey"
"ENSG00000279859|ENSG00000279859.2","grey"
"ENSG00000279861|ENSG00000279861.1","grey"
"ENSG00000279865|ENSG00000279865.1","grey"
"LINC01126|ENSG00000279873.2","turquoise"
"ENSG00000279875|ENSG00000279875.1","red"
"ENSG00000279878|ENSG00000279878.1","cyan"
"ENSG00000279879|ENSG00000279879.1","grey"
"ENSG00000279880|ENSG00000279880.1","grey"
"ENSG00000279885|ENSG00000279885.1","turquoise"
"FLJ42393|ENSG00000279891.1","brown"
"ENSG00000279894|ENSG00000279894.1","yellow"
"ENSG00000279900|ENSG00000279900.1","turquoise"
"ENSG00000279901|ENSG00000279901.1","grey"
"SLC7A2-IT1|ENSG00000279903.1","grey"
"ENSG00000279908|ENSG00000279908.1","grey"
"ENSG00000279910|ENSG00000279910.1","pink"
"ENSG00000279917|ENSG00000279917.1","grey"
"ENSG00000279923|ENSG00000279923.1","yellow"
"ENSG00000279932|ENSG00000279932.1","grey"
"FLJ38576|ENSG00000279943.1","grey"
"ENSG00000279946|ENSG00000279946.1","pink"
"ENSG00000279951|ENSG00000279951.1","red"
"ENSG00000279952|ENSG00000279952.1","purple"
"ENSG00000279953|ENSG00000279953.1","grey"
"ENSG00000279954|ENSG00000279954.1","grey"
"ENSG00000279957|ENSG00000279957.1","grey"
"ENSG00000279958|ENSG00000279958.1","pink"
"ENSG00000279960|ENSG00000279960.1","grey"
"CCDC28A-AS1|ENSG00000279968.3","grey"
"ENSG00000279970|ENSG00000279970.1","turquoise"
"ENSG00000279977|ENSG00000279977.1","grey"
"GABARAPL3|ENSG00000279980.1","grey"
"ENSG00000279981|ENSG00000279981.1","grey"
"ENSG00000279982|ENSG00000279982.1","turquoise"
"ENSG00000279989|ENSG00000279989.1","turquoise"
"ENSG00000279993|ENSG00000279993.1","grey"
"ENSG00000279995|ENSG00000279995.1","turquoise"
"ENSG00000279996|ENSG00000279996.1","turquoise"
"ENSG00000280000|ENSG00000280000.1","pink"
"ENSG00000280007|ENSG00000280007.1","grey"
"ENSG00000280010|ENSG00000280010.1","grey"
"ENSG00000280011|ENSG00000280011.1","red"
"ENSG00000280022|ENSG00000280022.1","grey"
"ENSG00000280028|ENSG00000280028.1","grey"
"ENSG00000280033|ENSG00000280033.1","royalblue"
"ENSG00000280035|ENSG00000280035.1","cyan"
"ENSG00000280036|ENSG00000280036.1","grey"
"ENSG00000280037|ENSG00000280037.1","grey"
"RN7SKP23|ENSG00000280039.1","grey"
"ENSG00000280042|ENSG00000280042.1","brown"
"ENSG00000280044|ENSG00000280044.1","grey"
"ENSG00000280046|ENSG00000280046.1","purple"
"ENSG00000280047|ENSG00000280047.1","green"
"ENSG00000280048|ENSG00000280048.1","grey"
"ENSG00000280053|ENSG00000280053.1","green"
"ENSG00000280054|ENSG00000280054.1","grey"
"ENSG00000280057|ENSG00000280057.1","grey"
"ENSG00000280061|ENSG00000280061.1","turquoise"
"ENSG00000280063|ENSG00000280063.1","lightyellow"
"ENSG00000280067|ENSG00000280067.1","grey"
"ENSG00000280069|ENSG00000280069.1","grey"
"ENSG00000280070|ENSG00000280070.1","grey"
"ENSG00000280071|ENSG00000280071.5","grey"
"ENSG00000280073|ENSG00000280073.1","cyan"
"ENSG00000280077|ENSG00000280077.1","brown"
"ENSG00000280078|ENSG00000280078.1","grey"
"ENSG00000280079|ENSG00000280079.1","grey"
"ENSG00000280083|ENSG00000280083.1","grey"
"ENSG00000280088|ENSG00000280088.1","red"
"ENSG00000280092|ENSG00000280092.1","turquoise"
"ENSG00000280098|ENSG00000280098.1","grey"
"ENSG00000280099|ENSG00000280099.1","grey"
"ENSG00000280105|ENSG00000280105.1","red"
"ENSG00000280106|ENSG00000280106.1","grey"
"ENSG00000280107|ENSG00000280107.1","grey"
"ENSG00000280113|ENSG00000280113.2","grey"
"ENSG00000280115|ENSG00000280115.1","grey"
"ENSG00000280116|ENSG00000280116.2","grey"
"ENSG00000280118|ENSG00000280118.3","pink"
"ENSG00000280119|ENSG00000280119.1","pink"
"ENSG00000280120|ENSG00000280120.1","grey"
"ENSG00000280121|ENSG00000280121.1","grey"
"ENSG00000280122|ENSG00000280122.1","grey"
"ENSG00000280128|ENSG00000280128.1","blue"
"ENSG00000280129|ENSG00000280129.1","turquoise"
"ENSG00000280134|ENSG00000280134.1","grey"
"ENSG00000280136|ENSG00000280136.2","grey"
"ENSG00000280138|ENSG00000280138.1","grey"
"ENSG00000280145|ENSG00000280145.3","grey"
"ENSG00000280149|ENSG00000280149.1","brown"
"ENSG00000280152|ENSG00000280152.1","grey"
"ENSG00000280157|ENSG00000280157.1","pink"
"ENSG00000280159|ENSG00000280159.1","grey"
"ENSG00000280161|ENSG00000280161.1","grey"
"ENSG00000280163|ENSG00000280163.1","grey"
"PCDH20|ENSG00000280165.2","red"
"ENSG00000280166|ENSG00000280166.1","grey"
"ENSG00000280167|ENSG00000280167.1","grey"
"ENSG00000280169|ENSG00000280169.1","grey"
"ENSG00000280173|ENSG00000280173.1","green"
"ENSG00000280176|ENSG00000280176.1","grey"
"ENSG00000280177|ENSG00000280177.1","grey"
"ENSG00000280182|ENSG00000280182.1","grey"
"ENSG00000280184|ENSG00000280184.2","grey"
"ENSG00000280186|ENSG00000280186.1","grey"
"ENSG00000280187|ENSG00000280187.2","grey"
"ENSG00000280189|ENSG00000280189.1","grey"
"ENSG00000280190|ENSG00000280190.1","turquoise"
"ENSG00000280195|ENSG00000280195.2","green"
"ENSG00000280196|ENSG00000280196.1","pink"
"ENSG00000280198|ENSG00000280198.1","grey"
"ENSG00000280202|ENSG00000280202.1","grey"
"ENSG00000280205|ENSG00000280205.1","grey"
"ENSG00000280206|ENSG00000280206.1","turquoise"
"ENSG00000280207|ENSG00000280207.1","green"
"GGT4P|ENSG00000280208.1","grey"
"UCKL1-AS1|ENSG00000280213.1","grey"
"ENSG00000280214|ENSG00000280214.1","grey"
"ENSG00000280216|ENSG00000280216.1","green"
"ENSG00000280219|ENSG00000280219.1","grey"
"ENSG00000280222|ENSG00000280222.1","cyan"
"ENSG00000280227|ENSG00000280227.1","grey"
"ENSG00000280232|ENSG00000280232.1","pink"
"ENSG00000280234|ENSG00000280234.1","pink"
"ENSG00000280239|ENSG00000280239.1","grey"
"ENSG00000280241|ENSG00000280241.4","grey"
"ENSG00000280245|ENSG00000280245.1","lightyellow"
"ENSG00000280248|ENSG00000280248.1","turquoise"
"ENSG00000280255|ENSG00000280255.1","grey"
"ENSG00000280257|ENSG00000280257.1","grey"
"ENSG00000280268|ENSG00000280268.1","grey"
"ENSG00000280269|ENSG00000280269.1","grey"
"ENSG00000280273|ENSG00000280273.2","grey"
"ENSG00000280274|ENSG00000280274.1","grey"
"LINC02887|ENSG00000280279.1","grey"
"ENSG00000280280|ENSG00000280280.1","grey"
"ENSG00000280281|ENSG00000280281.1","grey"
"ENSG00000280285|ENSG00000280285.1","green"
"ENSG00000280287|ENSG00000280287.1","grey"
"ENSG00000280288|ENSG00000280288.1","turquoise"
"ENSG00000280291|ENSG00000280291.1","grey"
"ENSG00000280294|ENSG00000280294.1","pink"
"ERICD|ENSG00000280303.2","green"
"ENSG00000280304|ENSG00000280304.1","pink"
"ENSG00000280310|ENSG00000280310.1","green"
"ENSG00000280312|ENSG00000280312.1","grey"
"ENSG00000280321|ENSG00000280321.1","grey"
"ENSG00000280327|ENSG00000280327.1","grey"
"ENSG00000280332|ENSG00000280332.1","lightyellow"
"ENSG00000280336|ENSG00000280336.1","grey"
"ENSG00000280339|ENSG00000280339.1","red"
"ENSG00000280344|ENSG00000280344.1","turquoise"
"ENSG00000280347|ENSG00000280347.1","brown"
"ENSG00000280351|ENSG00000280351.2","grey"
"ENSG00000280353|ENSG00000280353.1","turquoise"
"ENSG00000280355|ENSG00000280355.1","cyan"
"ENSG00000280359|ENSG00000280359.1","green"
"ENSG00000280365|ENSG00000280365.1","pink"
"ENSG00000280367|ENSG00000280367.1","grey"
"ENSG00000280368|ENSG00000280368.1","grey"
"ENSG00000280375|ENSG00000280375.1","pink"
"ENSG00000280376|ENSG00000280376.1","grey"
"ENSG00000280378|ENSG00000280378.1","grey"
"ENSG00000280381|ENSG00000280381.1","cyan"
"ENSG00000280383|ENSG00000280383.1","brown"
"ENSG00000280384|ENSG00000280384.1","turquoise"
"ENSG00000280385|ENSG00000280385.1","grey"
"ENSG00000280388|ENSG00000280388.1","brown"
"ENSG00000280392|ENSG00000280392.1","grey"
"ENSG00000280399|ENSG00000280399.1","yellow"
"ENSG00000280401|ENSG00000280401.1","grey"
"ENSG00000280402|ENSG00000280402.1","grey"
"ENSG00000280406|ENSG00000280406.1","grey"
"ENSG00000280417|ENSG00000280417.1","grey"
"ENSG00000280422|ENSG00000280422.1","grey"
"ENSG00000280426|ENSG00000280426.1","grey"
"ENSG00000280432|ENSG00000280432.1","grey"
"ENSG00000280433|ENSG00000280433.2","grey"
"ENSG00000280434|ENSG00000280434.1","green"
"ENSG00000280441|ENSG00000280441.3","grey"
"ENSG00000280474|ENSG00000280474.1","pink"
"ENSG00000280486|ENSG00000280486.2","turquoise"
"ASAP1-IT2|ENSG00000280543.1","pink"
"LINC01374|ENSG00000280560.3","grey"
"BTG3-AS1|ENSG00000280594.3","grey"
"ENSG00000280604|ENSG00000280604.1","grey"
"ENSG00000280614|ENSG00000280614.1","grey"
"ENSG00000280649|ENSG00000280649.2","grey"
"KCNIP4-IT1|ENSG00000280650.1","pink"
"ENSG00000280660|ENSG00000280660.1","grey"
"CCDC163|ENSG00000280670.3","grey"
"SH3PXD2A-AS1|ENSG00000280693.2","grey"
"LINC01232|ENSG00000280734.3","turquoise"
"EIF1B-AS1|ENSG00000280739.5","turquoise"
