"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"ENSG00000256712|ENSG00000256712.1","yellow"
"PGA5|ENSG00000256713.8","tan"
"LINC02698|ENSG00000256717.1","green"
"BTG1P1|ENSG00000256720.1","grey"
"CACNA1C-IT3|ENSG00000256721.1","black"
"ENSG00000256723|ENSG00000256723.1","grey"
"KDM2B-DT|ENSG00000256742.1","grey"
"PLBD1-AS1|ENSG00000256751.6","salmon"
"STH|ENSG00000256762.1","magenta"
"ZNF253|ENSG00000256771.5","blue"
"ENSG00000256774|ENSG00000256774.1","grey"
"ENSG00000256802|ENSG00000256802.3","black"
"C17orf100|ENSG00000256806.6","turquoise"
"CAPNS2|ENSG00000256812.2","cyan"
"CCND2P1|ENSG00000256847.1","brown"
"TCP1P3|ENSG00000256849.1","grey"
"SLC5A8|ENSG00000256870.3","grey"
"ENSG00000256894|ENSG00000256894.1","grey"
"ADGRA1-AS1|ENSG00000256925.3","turquoise"
"KRT17P8|ENSG00000256937.1","magenta"
"PPP1R14B-AS1|ENSG00000256940.4","grey"
"ENSG00000256943|ENSG00000256943.1","turquoise"
"ENSG00000256955|ENSG00000256955.2","green"
"ENSG00000256967|ENSG00000256967.1","turquoise"
"ENSG00000256973|ENSG00000256973.1","brown"
"KHDC1L|ENSG00000256980.5","grey"
"ENSG00000256981|ENSG00000256981.1","yellow"
"ENSG00000256982|ENSG00000256982.3","turquoise"
"LINC02955|ENSG00000256995.8","brown"
"ENSG00000257025|ENSG00000257025.1","grey"
"ENSG00000257027|ENSG00000257027.1","cyan"
"ENSG00000257035|ENSG00000257035.1","grey"
"PRPF19-DT|ENSG00000257052.1","grey"
"LINC02282|ENSG00000257056.3","grey"
"C11orf97|ENSG00000257057.3","saddlebrown"
"ENSG00000257060|ENSG00000257060.8","grey"
"LINC02703|ENSG00000257067.6","green"
"ENSG00000257083|ENSG00000257083.7","black"
"ENSG00000257086|ENSG00000257086.1","grey"
"DENND11|ENSG00000257093.7","blue"
"LSM14A|ENSG00000257103.9","yellow"
"NHLRC4|ENSG00000257108.2","purple"
"RRN3P3|ENSG00000257122.5","turquoise"
"FOXG1-AS1|ENSG00000257126.6","grey60"
"ODC1-DT|ENSG00000257135.8","green"
"LINC02821|ENSG00000257139.1","blue"
"ENSG00000257159|ENSG00000257159.1","green"
"TMPO-AS1|ENSG00000257167.3","yellow"
"ENSG00000257169|ENSG00000257169.1","grey"
"ENSG00000257176|ENSG00000257176.3","blue"
"ENSG00000257180|ENSG00000257180.1","darkorange"
"ENSG00000257181|ENSG00000257181.1","blue"
"ENSG00000257183|ENSG00000257183.1","blue"
"LINC02293|ENSG00000257185.2","grey"
"ENSG00000257194|ENSG00000257194.2","grey"
"GATC|ENSG00000257218.6","red"
"ENSG00000257237|ENSG00000257237.1","grey"
"ENSG00000257239|ENSG00000257239.1","grey"
"ENSG00000257241|ENSG00000257241.1","grey"
"LINC01619|ENSG00000257242.9","tan"
"PARK7P1|ENSG00000257243.1","grey"
"PHB1P19|ENSG00000257246.2","magenta"
"ENSG00000257252|ENSG00000257252.7","grey"
"ENSG00000257258|ENSG00000257258.2","cyan"
"LINC02388|ENSG00000257259.3","tan"
"SLC38A4-AS1|ENSG00000257261.7","grey"
"ZNF271P|ENSG00000257267.5","greenyellow"
"KIRREL3-AS1|ENSG00000257271.1","green"
"ENSG00000257272|ENSG00000257272.1","red"
"ENSG00000257277|ENSG00000257277.2","grey"
"ENSG00000257279|ENSG00000257279.1","grey"
"PRMT5-DT|ENSG00000257285.7","grey"
"ENSG00000257298|ENSG00000257298.1","yellow"
"CNPY2-AS1|ENSG00000257303.4","yellow"
"ENSG00000257307|ENSG00000257307.1","grey"
"ENSG00000257308|ENSG00000257308.1","grey"
"ZBED6|ENSG00000257315.4","royalblue"
"DBX2-AS1|ENSG00000257319.1","grey"
"ENSG00000257322|ENSG00000257322.7","grey"
"MGAM|ENSG00000257335.8","grey"
"TNS2-AS1|ENSG00000257337.9","blue"
"ENSG00000257342|ENSG00000257342.1","green"
"MIRLET7IHG|ENSG00000257354.2","grey"
"FNTB|ENSG00000257365.8","blue"
"ENSG00000257398|ENSG00000257398.8","brown"
"RPAP3-DT|ENSG00000257433.8","grey"
"ENSG00000257475|ENSG00000257475.2","grey"
"ENSG00000257489|ENSG00000257489.6","purple"
"GLIPR1-AS1|ENSG00000257497.2","yellow"
"PAFAH1B2P2|ENSG00000257501.8","salmon"
"LINC02373|ENSG00000257507.1","grey"
"ENSG00000257509|ENSG00000257509.1","yellow"
"ENSG00000257511|ENSG00000257511.1","yellow"
"ENSG00000257522|ENSG00000257522.7","brown"
"ENSG00000257526|ENSG00000257526.3","grey"
"ENSG00000257531|ENSG00000257531.2","grey"
"ENSG00000257534|ENSG00000257534.1","grey"
"ENSG00000257545|ENSG00000257545.5","darkgrey"
"HLX-AS1|ENSG00000257551.1","tan"
"LINC02298|ENSG00000257556.4","black"
"PPP1R12A-AS1|ENSG00000257557.2","grey"
"SSBL3P|ENSG00000257572.1","black"
"HSPD1P4|ENSG00000257576.1","grey"
"LINC00609|ENSG00000257585.1","blue"
"ZNF625|ENSG00000257591.6","midnightblue"
"GALNT4|ENSG00000257594.4","yellow"
"OVCH1-AS1|ENSG00000257599.5","grey"
"MYG1-AS1|ENSG00000257605.4","grey60"
"ENSG00000257607|ENSG00000257607.1","magenta"
"MIR4307HG|ENSG00000257612.2","grey"
"PSMA3-AS1|ENSG00000257621.9","yellow"
"ENSG00000257624|ENSG00000257624.1","salmon"
"ENSG00000257647|ENSG00000257647.1","grey"
"ENSG00000257657|ENSG00000257657.3","grey60"
"ENSG00000257674|ENSG00000257674.1","grey"
"ENSG00000257680|ENSG00000257680.1","black"
"ENSG00000257681|ENSG00000257681.1","grey"
"UHRF1BP1L-DT|ENSG00000257696.1","tan"
"GIHCG|ENSG00000257698.3","orange"
"ENSG00000257703|ENSG00000257703.6","grey"
"INAFM1|ENSG00000257704.4","turquoise"
"ENSG00000257711|ENSG00000257711.2","turquoise"
"CPNE8-AS1|ENSG00000257718.1","grey"
"CHCHD3P2|ENSG00000257723.1","grey"
"CNPY2|ENSG00000257727.6","lightcyan"
"ENSG00000257735|ENSG00000257735.1","grey"
"MGAM2|ENSG00000257743.9","salmon"
"ENSG00000257752|ENSG00000257752.1","grey"
"ENSG00000257759|ENSG00000257759.2","turquoise"
"ENSG00000257761|ENSG00000257761.3","tan"
"LINC02395|ENSG00000257771.6","black"
"FNBP1P1|ENSG00000257800.1","blue"
"PIGAP1|ENSG00000257803.2","grey"
"MYL6B-AS1|ENSG00000257809.1","blue"
"PRANCR|ENSG00000257815.9","grey"
"C1GALT1P1|ENSG00000257818.1","grey"
"ENSG00000257829|ENSG00000257829.1","turquoise"
"ENSG00000257835|ENSG00000257835.2","black"
"OTOAP1|ENSG00000257838.5","brown"
"PHLDA1-DT|ENSG00000257839.1","grey"
"NOVA1-DT|ENSG00000257842.6","grey"
"ENSG00000257875|ENSG00000257875.1","grey"
"ENSG00000257879|ENSG00000257879.1","green"
"ENSG00000257880|ENSG00000257880.1","black"
"ENSG00000257890|ENSG00000257890.1","brown"
"ENSG00000257894|ENSG00000257894.2","white"
"DDN-AS1|ENSG00000257913.4","turquoise"
"ENSG00000257918|ENSG00000257918.1","green"
"CUX1|ENSG00000257923.12","yellow"
"TEN1|ENSG00000257949.7","lightcyan"
"ENSG00000257954|ENSG00000257954.1","black"
"HIGD1AP1|ENSG00000258016.1","grey"
"ENSG00000258017|ENSG00000258017.3","grey"
"ENSG00000258028|ENSG00000258028.3","grey"
"SNX5P2|ENSG00000258033.1","blue"
"ENSG00000258035|ENSG00000258035.2","green"
"LINC02327|ENSG00000258038.6","grey"
"CD63-AS1|ENSG00000258056.3","pink"
"BCDIN3D-AS1|ENSG00000258057.6","black"
"ENSG00000258066|ENSG00000258066.1","darkgrey"
"ENSG00000258068|ENSG00000258068.2","turquoise"
"ENSG00000258072|ENSG00000258072.1","red"
"ENSG00000258081|ENSG00000258081.4","grey"
"OR9A4|ENSG00000258083.2","grey"
"ENSG00000258092|ENSG00000258092.1","grey"
"ATXN2-AS|ENSG00000258099.1","grey"
"ENSG00000258101|ENSG00000258101.2","grey"
"MAP1LC3B2|ENSG00000258102.5","grey"
"ENSG00000258107|ENSG00000258107.3","darkorange"
"ENSG00000258111|ENSG00000258111.1","pink"
"PPIAP45|ENSG00000258116.1","purple"
"ENSG00000258122|ENSG00000258122.1","grey"
"LINC02406|ENSG00000258144.2","grey"
"ENSG00000258162|ENSG00000258162.4","blue"
"ENSG00000258168|ENSG00000258168.6","cyan"
"ENSG00000258181|ENSG00000258181.1","grey"
"ENSG00000258215|ENSG00000258215.1","tan"
"ENSG00000258216|ENSG00000258216.7","grey"
"CLEC5A|ENSG00000258227.7","pink"
"ENSG00000258230|ENSG00000258230.2","black"
"ENSG00000258240|ENSG00000258240.6","brown"
"POLR2KP1|ENSG00000258284.1","grey"
"CHURC1|ENSG00000258289.10","greenyellow"
"VASH1-AS1|ENSG00000258301.3","turquoise"
"ENSG00000258302|ENSG00000258302.2","blue"
"ENSG00000258303|ENSG00000258303.1","yellow"
"ENSG00000258312|ENSG00000258312.1","salmon"
"C17orf49|ENSG00000258315.5","turquoise"
"KLF17P1|ENSG00000258316.1","grey"
"ITFG2-AS1|ENSG00000258325.2","yellow"
"DUX4L52|ENSG00000258336.2","grey"
"ENSG00000258337|ENSG00000258337.1","yellow"
"ENSG00000258342|ENSG00000258342.4","blue"
"SNRPF-DT|ENSG00000258343.2","purple"
"PCNPP1|ENSG00000258359.1","grey"
"ENSG00000258365|ENSG00000258365.1","blue"
"RTEL1|ENSG00000258366.12","magenta"
"ENSG00000258375|ENSG00000258375.2","tan"
"ENSG00000258377|ENSG00000258377.1","grey"
"MIR493HG|ENSG00000258399.8","turquoise"
"ZNF578|ENSG00000258405.11","midnightblue"
"NT5CP2|ENSG00000258408.1","grey"
"ENSG00000258419|ENSG00000258419.1","black"
"ENSG00000258422|ENSG00000258422.6","black"
"ENSG00000258430|ENSG00000258430.1","grey"
"LINC00641|ENSG00000258441.1","grey60"
"MAD2L1P1|ENSG00000258445.3","grey"
"ENSG00000258450|ENSG00000258450.1","grey"
"ENSG00000258454|ENSG00000258454.1","grey"
"AJUBA-DT|ENSG00000258457.5","purple"
"OXA1L-DT|ENSG00000258458.8","yellow"
"ENSG00000258460|ENSG00000258460.4","black"
"CHMP4BP1|ENSG00000258469.1","tan"
"ENSG00000258471|ENSG00000258471.2","grey"
"LINC02313|ENSG00000258474.1","grey"
"LINC02207|ENSG00000258476.7","grey"
"LINC00640|ENSG00000258479.6","grey"
"LINC02251|ENSG00000258483.4","lightyellow"
"SPESP1|ENSG00000258484.4","grey"
"DIO3OS|ENSG00000258498.10","grey"
"LINC00239|ENSG00000258512.2","green"
"ENSG00000258517|ENSG00000258517.3","darkgrey"
"ENSG00000258520|ENSG00000258520.1","green"
"NT5CP1|ENSG00000258524.1","turquoise"
"ENSG00000258525|ENSG00000258525.2","grey"
"ENSG00000258526|ENSG00000258526.8","midnightblue"
"ENSG00000258535|ENSG00000258535.1","grey"
"FKBP1BP1|ENSG00000258536.1","turquoise"
"FRMD6-AS2|ENSG00000258537.6","grey"
"RHOXF1-AS1|ENSG00000258545.7","salmon"
"CENPUP2|ENSG00000258546.1","purple"
"LINC00645|ENSG00000258548.6","grey"
"CRAT37|ENSG00000258551.7","grey"
"PCNX4-DT|ENSG00000258553.5","grey"
"ENSG00000258559|ENSG00000258559.2","yellow"
"ENSG00000258561|ENSG00000258561.2","grey"
"BLZF2P|ENSG00000258565.1","grey"
"ENSG00000258566|ENSG00000258566.2","grey"
"VASH1-DT|ENSG00000258569.1","grey"
"ENSG00000258578|ENSG00000258578.2","grey"
"LINC01500|ENSG00000258583.7","black"
"FAM181A-AS1|ENSG00000258584.2","lightyellow"
"NBEAP1|ENSG00000258590.5","brown"
"PPIAP4|ENSG00000258591.2","grey"
"ENSG00000258603|ENSG00000258603.5","darkturquoise"
"ENSG00000258604|ENSG00000258604.1","purple"
"YBX2P2|ENSG00000258611.2","royalblue"
"ENSG00000258620|ENSG00000258620.2","grey"
"SERPINE4P|ENSG00000258624.1","brown"
"COX7A2P1|ENSG00000258626.2","grey"
"ENSG00000258631|ENSG00000258631.3","midnightblue"
"ENSG00000258634|ENSG00000258634.3","royalblue"
"LRFN5-DT|ENSG00000258636.2","darkgrey"
"RPL21P5|ENSG00000258640.3","grey"
"ENSG00000258646|ENSG00000258646.1","grey"
"LINC00930|ENSG00000258647.6","grey"
"SEC23A-AS1|ENSG00000258651.1","grey"
"ARHGAP5-AS1|ENSG00000258655.2","grey"
"TRIM34|ENSG00000258659.7","cyan"
"HIF1A-AS3|ENSG00000258667.3","pink"
"LINC01397|ENSG00000258673.2","white"
"ENSG00000258682|ENSG00000258682.1","grey"
"ENSG00000258695|ENSG00000258695.2","grey"
"ENSG00000258696|ENSG00000258696.1","blue"
"LINC00638|ENSG00000258701.1","grey"
"ENSG00000258702|ENSG00000258702.5","brown"
"SRP54-AS1|ENSG00000258704.8","brown"
"SLC25A21-AS1|ENSG00000258708.1","yellow"
"ENSG00000258711|ENSG00000258711.2","grey"
"PRC1-AS1|ENSG00000258725.2","grey"
"AP1G2-AS1|ENSG00000258727.1","salmon"
"DDHD1-DT|ENSG00000258731.1","black"
"LINC02328|ENSG00000258733.7","midnightblue"
"BAZ1A-AS1|ENSG00000258738.1","blue"
"ENO1P2|ENSG00000258739.1","green"
"H2AZ2P1|ENSG00000258741.6","grey"
"LINC02301|ENSG00000258743.8","midnightblue"
"ENSG00000258744|ENSG00000258744.3","purple"
"ENSG00000258749|ENSG00000258749.1","grey"
"ENSG00000258752|ENSG00000258752.2","purple"
"LINC01579|ENSG00000258754.8","green"
"ENSG00000258768|ENSG00000258768.2","turquoise"
"ENSG00000258773|ENSG00000258773.2","green"
"HIF1A-AS1|ENSG00000258777.2","grey"
"KRT18P6|ENSG00000258783.1","brown"
"ENSG00000258789|ENSG00000258789.1","grey"
"DUX4L27|ENSG00000258794.3","brown"
"ENSG00000258796|ENSG00000258796.1","grey"
"ENSG00000258803|ENSG00000258803.1","salmon"
"ENSG00000258811|ENSG00000258811.1","royalblue"
"RBM25-AS1|ENSG00000258813.2","grey"
"RNASE4|ENSG00000258818.4","pink"
"LINC02289|ENSG00000258819.2","grey"
"ENSG00000258824|ENSG00000258824.2","blue"
"MC1R|ENSG00000258839.4","magenta"
"ENSG00000258844|ENSG00000258844.2","blue"
"ENSG00000258847|ENSG00000258847.1","grey"
"LINC02296|ENSG00000258859.1","brown"
"LINC01146|ENSG00000258867.8","grey"
"FDPSP3|ENSG00000258872.2","grey"
"ENSG00000258875|ENSG00000258875.6","grey"
"TGFB3-AS1|ENSG00000258876.1","black"
"ENSG00000258888|ENSG00000258888.1","grey"
"CEP95|ENSG00000258890.8","yellow"
"ENSG00000258891|ENSG00000258891.1","grey"
"ENSG00000258903|ENSG00000258903.2","purple"
"ENSG00000258904|ENSG00000258904.1","grey"
"LINC02691|ENSG00000258913.2","saddlebrown"
"ENSG00000258919|ENSG00000258919.1","turquoise"
"FOXN3-AS1|ENSG00000258920.1","salmon"
"ENSG00000258922|ENSG00000258922.1","yellow"
"ENSG00000258926|ENSG00000258926.2","lightyellow"
"ENSG00000258938|ENSG00000258938.1","turquoise"
"MIA2-AS1|ENSG00000258940.2","red"
"ENSG00000258944|ENSG00000258944.1","grey"
"TUBB3|ENSG00000258947.8","turquoise"
"GALNT16-AS1|ENSG00000258957.2","grey"
"HMGN1P3|ENSG00000258967.1","black"
"TMEM179|ENSG00000258986.7","turquoise"
"LINC02302|ENSG00000258998.2","salmon"
"ENSG00000259005|ENSG00000259005.1","pink"
"ENSG00000259017|ENSG00000259017.1","brown"
"ENSG00000259037|ENSG00000259037.1","black"
"ENSG00000259038|ENSG00000259038.2","grey"
"ENSG00000259039|ENSG00000259039.3","grey"
"ENSG00000259048|ENSG00000259048.1","blue"
"ENSG00000259049|ENSG00000259049.1","yellow"
"DUXAP1|ENSG00000259056.1","purple"
"ENSG00000259065|ENSG00000259065.3","yellow"
"LINC00639|ENSG00000259070.9","blue"
"ENSG00000259081|ENSG00000259081.1","grey"
"ENSG00000259088|ENSG00000259088.1","grey"
"LINC00517|ENSG00000259091.1","grey"
"ENSG00000259109|ENSG00000259109.1","blue"
"ENSG00000259119|ENSG00000259119.1","green"
"SMIM6|ENSG00000259120.3","blue"
"ENSG00000259124|ENSG00000259124.1","grey"
"ENSG00000259126|ENSG00000259126.1","salmon"
"LINC00648|ENSG00000259129.6","grey"
"LINC00924|ENSG00000259134.7","grey"
"ENSG00000259138|ENSG00000259138.1","grey"
"SIPA1L1-AS1|ENSG00000259146.4","purple"
"CAP2P1|ENSG00000259151.2","grey"
"ENSG00000259152|ENSG00000259152.1","brown"
"MAP3K9-DT|ENSG00000259153.4","darkorange"
"STK16P1|ENSG00000259155.2","grey"
"ADAM20P1|ENSG00000259158.4","turquoise"
"SNRPA1-DT|ENSG00000259172.1","grey"
"MED28P6|ENSG00000259183.1","tan"
"ENSG00000259194|ENSG00000259194.1","blue"
"HMBOX1-IT1|ENSG00000259196.1","yellow"
"ENSG00000259199|ENSG00000259199.2","green"
"ENSG00000259200|ENSG00000259200.2","green"
"ENSG00000259203|ENSG00000259203.4","grey"
"PRKXP1|ENSG00000259205.2","grey"
"ITGB3|ENSG00000259207.10","lightgreen"
"ENSG00000259209|ENSG00000259209.3","grey"
"ENSG00000259232|ENSG00000259232.2","grey"
"ANKRD34C-AS1|ENSG00000259234.8","black"
"CTXN2-AS1|ENSG00000259235.2","black"
"LINC02853|ENSG00000259245.2","grey"
"USP3-AS1|ENSG00000259248.7","black"
"VPS13C-DT|ENSG00000259251.2","grey"
"ENSG00000259255|ENSG00000259255.1","lightyellow"
"ENSG00000259257|ENSG00000259257.1","grey"
"LINC02622|ENSG00000259267.4","grey"
"ANKRD62P1|ENSG00000259271.1","tan"
"ENSG00000259275|ENSG00000259275.5","grey"
"ENSG00000259286|ENSG00000259286.3","grey"
"ENSG00000259290|ENSG00000259290.1","black"
"ZNF710-AS1|ENSG00000259291.2","grey"
"CSPG4P12|ENSG00000259295.6","brown"
"ENSG00000259299|ENSG00000259299.1","grey"
"ACTG1P17|ENSG00000259315.1","grey"
"HMGN1P1|ENSG00000259318.1","blue"
"JDP2-AS1|ENSG00000259319.2","grey"
"ENSG00000259320|ENSG00000259320.2","tan"
"ENSG00000259321|ENSG00000259321.1","grey"
"ENSG00000259326|ENSG00000259326.1","grey"
"INAFM2|ENSG00000259330.3","green"
"ENSG00000259336|ENSG00000259336.1","grey"
"TMC3-AS1|ENSG00000259343.9","brown"
"ENSG00000259345|ENSG00000259345.7","tan"
"ENSG00000259347|ENSG00000259347.9","grey"
"APPBP2-DT|ENSG00000259349.4","blue"
"ENSG00000259356|ENSG00000259356.1","grey"
"DEPDC1P1|ENSG00000259358.1","blue"
"ENSG00000259362|ENSG00000259362.2","darkturquoise"
"ENSG00000259363|ENSG00000259363.6","yellow"
"ENSG00000259366|ENSG00000259366.3","lightyellow"
"ENSG00000259370|ENSG00000259370.2","grey"
"ENSG00000259376|ENSG00000259376.1","grey"
"ENSG00000259377|ENSG00000259377.1","black"
"DCAF13P3|ENSG00000259378.1","yellow"
"LINC02895|ENSG00000259380.6","blue"
"ENSG00000259390|ENSG00000259390.4","grey"
"ENSG00000259392|ENSG00000259392.2","brown"
"ENSG00000259398|ENSG00000259398.1","yellow"
"ENSG00000259402|ENSG00000259402.1","blue"
"EFL1P1|ENSG00000259404.7","darkorange"
"ENSG00000259407|ENSG00000259407.1","grey"
"ENSG00000259408|ENSG00000259408.2","grey"
"ENSG00000259415|ENSG00000259415.1","grey"
"LINC02883|ENSG00000259416.2","grey"
"CTXND1|ENSG00000259417.3","green"
"HNRNPCP3|ENSG00000259419.2","green"
"ENSG00000259420|ENSG00000259420.5","grey"
"IRAIN|ENSG00000259424.3","grey"
"KIF23-AS1|ENSG00000259426.6","purple"
"UBE2Q2P2|ENSG00000259429.5","salmon"
"THTPA|ENSG00000259431.6","grey"
"ENSG00000259432|ENSG00000259432.1","black"
"ENSG00000259433|ENSG00000259433.2","blue"
"LINC01833|ENSG00000259439.3","purple"
"RYR3-DT|ENSG00000259446.6","lightyellow"
"ENSG00000259447|ENSG00000259447.1","grey"
"LINC02352|ENSG00000259448.3","blue"
"ENSG00000259453|ENSG00000259453.1","lightgreen"
"ADNP-AS1|ENSG00000259456.4","grey"
"ENSG00000259460|ENSG00000259460.1","brown"
"CPEB1-AS1|ENSG00000259462.3","blue"
"NDUFAF4P1|ENSG00000259467.1","grey"
"SYNM-AS1|ENSG00000259475.1","black"
"ENSG00000259477|ENSG00000259477.1","tan"
"ENSG00000259478|ENSG00000259478.2","green"
"SORD2P|ENSG00000259479.6","grey"
"DUT-AS1|ENSG00000259488.2","grey"
"MRPL46|ENSG00000259494.2","darkred"
"ARNT2-DT|ENSG00000259495.3","purple"
"TPM1-AS|ENSG00000259498.1","grey"
"ENSG00000259502|ENSG00000259502.1","blue"
"ENSG00000259505|ENSG00000259505.1","blue"
"ENSG00000259509|ENSG00000259509.2","lightyellow"
"UBE2Q2L|ENSG00000259511.3","grey"
"HNRNPA1P5|ENSG00000259512.3","grey"
"SLC28A2-AS1|ENSG00000259520.6","grey"
"ENSG00000259523|ENSG00000259523.1","grey"
"ENSG00000259539|ENSG00000259539.1","magenta"
"ENSG00000259543|ENSG00000259543.1","darkturquoise"
"ENSG00000259548|ENSG00000259548.1","grey"
"ENSG00000259554|ENSG00000259554.1","black"
"ENSG00000259556|ENSG00000259556.2","grey"
"ENSG00000259561|ENSG00000259561.1","purple"
"ENSG00000259562|ENSG00000259562.2","grey"
"ENSG00000259563|ENSG00000259563.1","blue"
"ENSG00000259570|ENSG00000259570.1","grey"
"BLID|ENSG00000259571.2","yellow"
"CERNA1|ENSG00000259577.2","red"
"TYRO3P|ENSG00000259581.3","royalblue"
"ENSG00000259582|ENSG00000259582.4","grey"
"ALDH1A3-AS1|ENSG00000259583.4","brown"
"RBM17P4|ENSG00000259585.2","blue"
"PRELID1P4|ENSG00000259592.1","grey"
"ENSG00000259604|ENSG00000259604.5","blue"
"ENSG00000259609|ENSG00000259609.1","green"
"LINC01582|ENSG00000259611.2","green"
"FABP5P9|ENSG00000259630.2","pink"
"ENSG00000259635|ENSG00000259635.1","grey"
"ST20-AS1|ENSG00000259642.2","green"
"ENSG00000259644|ENSG00000259644.1","yellow"
"ENSG00000259648|ENSG00000259648.1","blue"
"ENSG00000259649|ENSG00000259649.4","blue"
"UBE2Q2P13|ENSG00000259658.5","yellow"
"ENSG00000259659|ENSG00000259659.1","grey"
"DNM1P47|ENSG00000259660.2","blue"
"LINC02254|ENSG00000259664.3","brown"
"ENSG00000259668|ENSG00000259668.6","blue"
"IQCH-AS1|ENSG00000259673.6","yellow"
"ENSG00000259678|ENSG00000259678.1","blue"
"ENSG00000259682|ENSG00000259682.1","grey"
"ENSG00000259683|ENSG00000259683.1","grey"
"IDH2-DT|ENSG00000259685.3","yellow"
"LINC01220|ENSG00000259687.4","pink"
"ENSG00000259690|ENSG00000259690.1","green"
"ENSG00000259692|ENSG00000259692.6","grey"
"FBN1-DT|ENSG00000259705.1","grey"
"HSP90B2P|ENSG00000259706.1","black"
"ENSG00000259707|ENSG00000259707.1","turquoise"
"LINC02284|ENSG00000259719.6","grey"
"LINC01581|ENSG00000259724.2","green"
"CSPG4P11|ENSG00000259726.1","grey"
"ENSG00000259735|ENSG00000259735.1","yellow"
"CRTC3-AS1|ENSG00000259736.1","grey"
"ENSG00000259744|ENSG00000259744.1","blue"
"HSPE1P3|ENSG00000259746.1","grey"
"TUBAP11|ENSG00000259751.1","grey"
"ENSG00000259755|ENSG00000259755.1","turquoise"
"ENSG00000259762|ENSG00000259762.1","grey"
"ENSG00000259767|ENSG00000259767.1","grey"
"ZFHX3-AS1|ENSG00000259768.8","yellow"
"ENSG00000259771|ENSG00000259771.1","blue"
"EIF5-DT|ENSG00000259775.1","grey60"
"ENSG00000259780|ENSG00000259780.3","grey"
"HMGB1P6|ENSG00000259781.1","grey"
"ENSG00000259782|ENSG00000259782.2","grey"
"ENSG00000259793|ENSG00000259793.1","grey"
"ENSG00000259797|ENSG00000259797.1","grey"
"ENSG00000259802|ENSG00000259802.2","grey"
"CTCF-DT|ENSG00000259804.1","green"
"ENSG00000259807|ENSG00000259807.2","blue"
"ENSG00000259810|ENSG00000259810.2","grey"
"ENSG00000259814|ENSG00000259814.1","brown"
"CZIB-DT|ENSG00000259818.1","grey"
"MIR30DHG|ENSG00000259820.1","pink"
"LYPD8|ENSG00000259823.6","darkgrey"
"CDK13-DT|ENSG00000259826.1","darkgrey"
"ENSG00000259828|ENSG00000259828.1","grey"
"LINC00567|ENSG00000259831.1","grey"
"HERC2P10|ENSG00000259845.1","grey"
"ENSG00000259846|ENSG00000259846.1","brown"
"SH3RF3-AS1|ENSG00000259863.1","grey"
"ENSG00000259865|ENSG00000259865.1","grey"
"DYNLRB2-AS1|ENSG00000259867.6","grey"
"ENSG00000259868|ENSG00000259868.3","black"
"ENSG00000259869|ENSG00000259869.2","grey"
"ENSG00000259871|ENSG00000259871.1","grey"
"ZNF778-DT|ENSG00000259877.3","blue"
"ENSG00000259891|ENSG00000259891.1","blue"
"TEDC2-AS1|ENSG00000259895.1","turquoise"
"PWRN1|ENSG00000259905.7","blue"
"ENSG00000259914|ENSG00000259914.1","blue"
"ENSG00000259915|ENSG00000259915.2","yellow"
"AQP7B|ENSG00000259916.2","grey"
"HNRNPLP2|ENSG00000259917.1","grey"
"ENSG00000259920|ENSG00000259920.1","grey"
"ENSG00000259921|ENSG00000259921.1","pink"
"ENSG00000259924|ENSG00000259924.1","yellow"
"ENSG00000259926|ENSG00000259926.1","grey"
"ENSG00000259931|ENSG00000259931.2","grey"
"ENSG00000259935|ENSG00000259935.1","yellow"
"ENSG00000259940|ENSG00000259940.2","grey"
"ENSG00000259941|ENSG00000259941.1","grey"
"ZMPSTE24-DT|ENSG00000259943.2","midnightblue"
"ENSG00000259946|ENSG00000259946.1","darkgrey"
"LINC02977|ENSG00000259953.2","darkorange"
"IL21R-AS1|ENSG00000259954.1","grey"
"RBM15B|ENSG00000259956.2","turquoise"
"ENSG00000259959|ENSG00000259959.1","grey"
"ENSG00000259963|ENSG00000259963.1","turquoise"
"THSD4-AS1|ENSG00000259964.7","brown"
"ENSG00000259969|ENSG00000259969.1","red"
"ENSG00000259972|ENSG00000259972.3","grey"
"ENSG00000259977|ENSG00000259977.1","green"
"ENSG00000259985|ENSG00000259985.1","green"
"ENSG00000259994|ENSG00000259994.1","black"
"ENSG00000259999|ENSG00000259999.1","grey"
"ENSG00000260000|ENSG00000260000.3","red"
"TGFBR3L|ENSG00000260001.7","brown"
"ENSG00000260005|ENSG00000260005.6","grey"
"ENSG00000260011|ENSG00000260011.2","grey"
"MBTPS1-DT|ENSG00000260018.2","turquoise"
"LINC01992|ENSG00000260019.2","blue"
"CRIM1-DT|ENSG00000260025.2","red"
"NORAD|ENSG00000260032.2","red"
"ENSG00000260038|ENSG00000260038.1","yellow"
"ENSG00000260060|ENSG00000260060.1","grey"
"ENSG00000260063|ENSG00000260063.1","grey"
"ENSG00000260064|ENSG00000260064.1","grey"
"ENSG00000260070|ENSG00000260070.1","grey"
"ENSG00000260071|ENSG00000260071.2","yellow"
"NSFP1|ENSG00000260075.1","grey"
"ENSG00000260077|ENSG00000260077.1","grey"
"MRFAP1P1|ENSG00000260081.2","grey"
"MIR762HG|ENSG00000260083.3","grey"
"ENSG00000260086|ENSG00000260086.5","tan"
"DDX59-AS1|ENSG00000260088.1","grey"
