,gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,CMC DLPFC
997535,ENSG00000105835.11,ENSG00000105835,NAMPT,chr7,protein_coding,1,0,0,0
997825,ENSG00000005249.12,ENSG00000005249,PRKAR2B,chr7,protein_coding,1,0,0,0
998078,ENSG00000164597.13,ENSG00000164597,COG5,chr7,protein_coding,1,0,0,0
999042,ENSG00000091140.12,ENSG00000091140,DLD,chr7,protein_coding,1,0,0,0
1000580,ENSG00000128590.4,ENSG00000128590,DNAJB9,chr7,protein_coding,1,0,0,0
1000655,ENSG00000184903.9,ENSG00000184903,IMMP2L,chr7,protein_coding,0,0,0,1
1002206,ENSG00000128573.23,ENSG00000128573,FOXP2,chr7,protein_coding,1,0,0,0
1003375,ENSG00000105971.14,ENSG00000105971,CAV2,chr7,protein_coding,1,0,0,0
1005255,ENSG00000128534.7,ENSG00000128534,LSM8,chr7,protein_coding,1,0,0,0
1005432,ENSG00000184408.9,ENSG00000184408,KCND2,chr7,protein_coding,1,0,0,0
1005707,ENSG00000106034.17,ENSG00000106034,CPED1,chr7,protein_coding,1,0,0,0
1005965,ENSG00000196937.10,ENSG00000196937,FAM3C,chr7,protein_coding,1,0,0,0
1007991,ENSG00000128513.14,ENSG00000128513,POT1,chr7,protein_coding,1,0,0,0
1009905,ENSG00000135245.9,ENSG00000135245,HILPDA,chr7,protein_coding,0,1,0,0
1011512,ENSG00000275106.1,ENSG00000275106,RP11-309L24.10,chr7,lincRNA,1,0,0,0
1011803,ENSG00000158457.5,ENSG00000158457,TSPAN33,chr7,protein_coding,0,0,0,1
1012765,ENSG00000128607.13,ENSG00000128607,KLHDC10,chr7,protein_coding,1,0,0,0
1015112,ENSG00000131558.14,ENSG00000131558,EXOC4,chr7,protein_coding,1,0,0,0
1015353,ENSG00000205060.10,ENSG00000205060,SLC35B4,chr7,protein_coding,1,0,0,0
1015722,ENSG00000122786.19,ENSG00000122786,CALD1,chr7,protein_coding,1,0,0,0
1016813,ENSG00000155561.14,ENSG00000155561,NUP205,chr7,protein_coding,1,0,0,0
1019599,ENSG00000059377.15,ENSG00000059377,TBXAS1,chr7,protein_coding,0,1,0,0
1020140,ENSG00000006459.10,ENSG00000006459,KDM7A,chr7,protein_coding,1,0,0,0
1021374,ENSG00000157764.12,ENSG00000157764,BRAF,chr7,protein_coding,1,0,0,0
1021955,ENSG00000214102.7,ENSG00000214102,WEE2,chr7,protein_coding,1,0,0,0
1025264,ENSG00000170379.19,ENSG00000170379,TCAF2,chr7,protein_coding,0,0,1,0
1026610,ENSG00000055130.15,ENSG00000055130,CUL1,chr7,protein_coding,1,0,0,0
1027764,ENSG00000133619.17,ENSG00000133619,KRBA1,chr7,protein_coding,1,0,0,0
1027942,ENSG00000181444.12,ENSG00000181444,ZNF467,chr7,protein_coding,1,0,0,0
1028822,ENSG00000214022.11,ENSG00000214022,REPIN1,chr7,protein_coding,1,0,0,0
1029035,ENSG00000242258.1,ENSG00000242258,LINC00996,chr7,lincRNA,0,0,1,0
1030661,ENSG00000164889.13,ENSG00000164889,SLC4A2,chr7,protein_coding,1,0,0,0
1031197,ENSG00000133612.18,ENSG00000133612,AGAP3,chr7,protein_coding,1,0,0,0
1032039,ENSG00000013374.15,ENSG00000013374,NUB1,chr7,protein_coding,0,0,0,1
1033798,ENSG00000133627.17,ENSG00000133627,ACTR3B,chr7,protein_coding,1,0,0,0
1033913,ENSG00000130226.16,ENSG00000130226,DPP6,chr7,protein_coding,1,0,0,0
1034476,ENSG00000157219.3,ENSG00000157219,HTR5A,chr7,protein_coding,1,0,0,0
1035018,ENSG00000182648.11,ENSG00000182648,LINC01006,chr7,lincRNA,1,0,0,0
1035271,ENSG00000105983.19,ENSG00000105983,LMBR1,chr7,protein_coding,1,0,0,0
1036171,ENSG00000155093.17,ENSG00000155093,PTPRN2,chr7,protein_coding,1,0,0,0
1036438,ENSG00000146918.19,ENSG00000146918,NCAPG2,chr7,protein_coding,1,0,0,0
1036790,ENSG00000117868.15,ENSG00000117868,ESYT2,chr7,protein_coding,1,0,0,0
1037454,ENSG00000147364.16,ENSG00000147364,FBXO25,chr8,protein_coding,1,0,0,0
1038665,ENSG00000176595.3,ENSG00000176595,KBTBD11,chr8,protein_coding,0,0,0,1
1042467,ENSG00000254556.1,ENSG00000254556,AF131215.4,chr8,sense_intronic,1,0,0,0
1042495,ENSG00000104643.9,ENSG00000104643,MTMR9,chr8,protein_coding,1,0,0,0
1045115,ENSG00000104723.20,ENSG00000104723,TUSC3,chr8,protein_coding,1,0,0,0
1045544,ENSG00000078579.8,ENSG00000078579,FGF20,chr8,protein_coding,0,0,1,0
1045563,ENSG00000155970.11,ENSG00000155970,MICU3,chr8,protein_coding,1,0,0,0
1046029,ENSG00000003987.13,ENSG00000003987,MTMR7,chr8,protein_coding,1,0,0,0
1046917,ENSG00000078674.17,ENSG00000078674,PCM1,chr8,protein_coding,1,0,0,0
1049471,ENSG00000147408.14,ENSG00000147408,CSGALNACT1,chr8,protein_coding,1,0,0,0
1050221,ENSG00000147416.10,ENSG00000147416,ATP6V1B2,chr8,protein_coding,1,0,0,0
1050398,ENSG00000253300.1,ENSG00000253300,RP11-108E14.1,chr8,lincRNA,1,0,0,0
1050446,ENSG00000254040.1,ENSG00000254040,RP11-421P23.2,chr8,lincRNA,0,0,1,0
1050837,ENSG00000158806.13,ENSG00000158806,NPM2,chr8,protein_coding,1,0,0,0
1053186,ENSG00000120910.14,ENSG00000120910,PPP3CC,chr8,protein_coding,1,0,0,0
1054777,ENSG00000120889.12,ENSG00000120889,TNFRSF10B,chr8,protein_coding,1,0,0,0
1055191,ENSG00000104679.10,ENSG00000104679,R3HCC1,chr8,protein_coding,1,0,0,0
1055339,ENSG00000134013.15,ENSG00000134013,LOXL2,chr8,protein_coding,1,0,0,0
1055481,ENSG00000197217.12,ENSG00000197217,ENTPD4,chr8,protein_coding,1,0,0,0
1055815,ENSG00000042980.12,ENSG00000042980,ADAM28,chr8,protein_coding,0,1,0,0
1056392,ENSG00000277586.1,ENSG00000277586,NEFL,chr8,protein_coding,1,0,0,0
1056782,ENSG00000104756.15,ENSG00000104756,KCTD9,chr8,protein_coding,1,0,0,0
1057483,ENSG00000240694.8,ENSG00000240694,PNMA2,chr8,protein_coding,1,0,0,0
1057944,ENSG00000120899.17,ENSG00000120899,PTK2B,chr8,protein_coding,0,0,0,1
1058487,ENSG00000120915.13,ENSG00000120915,EPHX2,chr8,protein_coding,1,0,0,0
1059028,ENSG00000147419.16,ENSG00000147419,CCDC25,chr8,protein_coding,1,0,0,0
1059549,ENSG00000134014.16,ENSG00000134014,ELP3,chr8,protein_coding,1,0,0,0
1059977,ENSG00000186918.13,ENSG00000186918,ZNF395,chr8,protein_coding,0,1,0,0
1060283,ENSG00000104290.10,ENSG00000104290,FZD3,chr8,protein_coding,1,0,0,0
1061575,ENSG00000104660.17,ENSG00000104660,LEPROTL1,chr8,protein_coding,0,1,0,0
1063295,ENSG00000129696.12,ENSG00000129696,TTI2,chr8,protein_coding,0,0,0,1
1063463,ENSG00000133874.1,ENSG00000133874,RNF122,chr8,protein_coding,1,0,0,0
1064980,ENSG00000147465.11,ENSG00000147465,STAR,chr8,protein_coding,0,0,0,1
1065031,ENSG00000175324.9,ENSG00000175324,LSM1,chr8,protein_coding,1,0,0,0
1067472,ENSG00000169490.16,ENSG00000169490,TM2D2,chr8,protein_coding,1,0,0,0
1069015,ENSG00000176907.4,ENSG00000176907,C8orf4,chr8,protein_coding,1,0,0,0
1070694,ENSG00000104365.13,ENSG00000104365,IKBKB,chr8,protein_coding,1,0,0,0
1072683,ENSG00000185900.9,ENSG00000185900,POMK,chr8,protein_coding,1,0,0,0
1073117,ENSG00000164808.16,ENSG00000164808,SPIDR,chr8,protein_coding,0,0,0,1
1073659,ENSG00000253729.7,ENSG00000253729,PRKDC,chr8,protein_coding,1,0,0,0
1074245,ENSG00000169139.11,ENSG00000169139,UBE2V2,chr8,protein_coding,1,0,0,0
1074945,ENSG00000272076.1,ENSG00000272076,RP11-11C20.3,chr8,lincRNA,1,0,0,0
1074948,ENSG00000168300.13,ENSG00000168300,PCMTD1,chr8,protein_coding,1,0,0,0
1075033,ENSG00000253475.1,ENSG00000253475,RP11-110G21.2,chr8,sense_intronic,0,0,1,0
1077812,ENSG00000104331.8,ENSG00000104331,IMPAD1,chr8,protein_coding,1,0,0,0
1078040,ENSG00000215114.7,ENSG00000215114,UBXN2B,chr8,protein_coding,1,0,0,0
1078643,ENSG00000167912.5,ENSG00000167912,RP11-25K19.1,chr8,antisense,1,0,0,0
1078766,ENSG00000104388.14,ENSG00000104388,RAB2A,chr8,protein_coding,1,0,0,0
1080081,ENSG00000185728.16,ENSG00000185728,YTHDF3,chr8,protein_coding,1,0,0,0
1080714,ENSG00000205268.10,ENSG00000205268,PDE7A,chr8,protein_coding,1,0,0,0
1082359,ENSG00000253223.1,ENSG00000253223,RP11-409C19.2,chr8,processed_pseudogene,1,0,0,0
1083228,ENSG00000248801.6,ENSG00000248801,C8orf34-AS1,chr8,antisense,0,0,0,1
1085457,ENSG00000040341.17,ENSG00000040341,STAU2,chr8,protein_coding,1,0,0,0
1086239,ENSG00000175606.10,ENSG00000175606,TMEM70,chr8,protein_coding,1,0,0,0
1086385,ENSG00000104381.12,ENSG00000104381,GDAP1,chr8,protein_coding,1,0,0,0
1086571,ENSG00000121005.8,ENSG00000121005,CRISPLD1,chr8,protein_coding,1,0,0,0
1087545,ENSG00000076554.15,ENSG00000076554,TPD52,chr8,protein_coding,1,0,0,0
1087989,ENSG00000260317.1,ENSG00000260317,RP11-48B3.4,chr8,lincRNA,0,0,0,1
1088076,ENSG00000076641.4,ENSG00000076641,PAG1,chr8,protein_coding,1,0,0,0
1090276,ENSG00000104267.9,ENSG00000104267,CA2,chr8,protein_coding,1,0,0,0
1091386,ENSG00000156103.15,ENSG00000156103,MMP16,chr8,protein_coding,1,0,0,0
1091438,ENSG00000253553.5,ENSG00000253553,RP11-586K2.1,chr8,antisense,1,0,0,0
1091647,ENSG00000104320.13,ENSG00000104320,NBN,chr8,protein_coding,1,0,0,0
1092340,ENSG00000123119.11,ENSG00000123119,NECAB1,chr8,protein_coding,1,0,0,0
1092556,ENSG00000155100.10,ENSG00000155100,OTUD6B,chr8,protein_coding,1,0,0,0
1094565,ENSG00000271971.1,ENSG00000271971,CTD-2006H14.2,chr8,antisense,1,0,0,0
1095368,ENSG00000197275.13,ENSG00000197275,RAD54B,chr8,protein_coding,1,0,0,0
1097668,ENSG00000260640.1,ENSG00000260640,KB-1000E4.2,chr8,lincRNA,1,0,0,0
1097685,ENSG00000147649.9,ENSG00000147649,MTDH,chr8,protein_coding,1,0,0,0
1098341,ENSG00000207067.1,ENSG00000207067,SNORA72,chr8,snoRNA,1,0,0,0
1098347,ENSG00000177459.10,ENSG00000177459,ERICH5,chr8,protein_coding,0,0,0,1
1100217,ENSG00000034677.12,ENSG00000034677,RNF19A,chr8,protein_coding,1,0,0,0
1100512,ENSG00000174226.8,ENSG00000174226,SNX31,chr8,protein_coding,0,0,1,0
1100997,ENSG00000164924.17,ENSG00000164924,YWHAZ,chr8,protein_coding,1,0,0,0
1102144,ENSG00000104517.12,ENSG00000104517,UBR5,chr8,protein_coding,1,0,1,0
1102906,ENSG00000155097.11,ENSG00000155097,ATP6V1C1,chr8,protein_coding,1,0,0,0
1103057,ENSG00000164929.16,ENSG00000164929,BAALC,chr8,protein_coding,1,0,0,0
1103125,ENSG00000247081.7,ENSG00000247081,BAALC-AS1,chr8,antisense,1,0,0,0
1103355,ENSG00000164933.11,ENSG00000164933,SLC25A32,chr8,protein_coding,1,0,0,0
1104190,ENSG00000279138.1,ENSG00000279138,KB-1742H10.3,chr8,TEC,1,0,0,0
1104193,ENSG00000208032.1,ENSG00000208032,MIR548A3,chr8,miRNA,1,0,0,0
1104903,ENSG00000147655.10,ENSG00000147655,RSPO2,chr8,protein_coding,0,0,0,1
1106610,ENSG00000253122.1,ENSG00000253122,RP11-238I10.1,chr8,lincRNA,1,0,0,0
1108161,ENSG00000177570.13,ENSG00000177570,SAMD12,chr8,protein_coding,1,0,0,0
1108290,ENSG00000164761.8,ENSG00000164761,TNFRSF11B,chr8,protein_coding,1,0,0,0
1109666,ENSG00000172164.13,ENSG00000172164,SNTB1,chr8,protein_coding,1,0,0,0
1109763,ENSG00000248690.6,ENSG00000248690,HAS2-AS1,chr8,antisense,1,0,0,0
1113104,ENSG00000249859.8,ENSG00000249859,PVT1,chr8,lincRNA,0,0,1,0
1113422,ENSG00000153310.18,ENSG00000153310,FAM49B,chr8,protein_coding,0,1,0,0
1115376,ENSG00000129292.20,ENSG00000129292,PHF20L1,chr8,protein_coding,1,0,0,0
1115793,ENSG00000042832.11,ENSG00000042832,TG,chr8,protein_coding,0,1,0,0
1117628,ENSG00000131773.13,ENSG00000131773,KHDRBS3,chr8,protein_coding,1,0,0,0
1117837,ENSG00000253988.1,ENSG00000253988,RP11-489O18.1,chr8,lincRNA,1,1,1,0
1118693,ENSG00000123908.11,ENSG00000123908,AGO2,chr8,protein_coding,0,0,1,0
1120957,ENSG00000171045.14,ENSG00000171045,TSNARE1,chr8,protein_coding,1,0,0,0
1121122,ENSG00000181790.10,ENSG00000181790,ADGRB1,chr8,protein_coding,1,0,0,0
1121523,ENSG00000253741.1,ENSG00000253741,CTD-2292P10.4,chr8,antisense,1,0,0,0
1122390,ENSG00000185730.7,ENSG00000185730,ZNF696,chr8,protein_coding,1,0,0,0
1122458,ENSG00000184428.12,ENSG00000184428,TOP1MT,chr8,protein_coding,1,0,0,0
1122923,ENSG00000104518.10,ENSG00000104518,GSDMD,chr8,protein_coding,1,0,0,0
1124204,ENSG00000104524.13,ENSG00000104524,PYCRL,chr8,protein_coding,1,0,0,0
1127359,ENSG00000179526.16,ENSG00000179526,SHARPIN,chr8,protein_coding,1,0,0,0
1127751,ENSG00000179832.17,ENSG00000179832,MROH1,chr8,protein_coding,1,0,0,0
1128198,ENSG00000261236.6,ENSG00000261236,BOP1,chr8,protein_coding,1,0,0,0
1128275,ENSG00000185122.10,ENSG00000185122,HSF1,chr8,protein_coding,1,0,0,0
1128443,ENSG00000185000.10,ENSG00000185000,DGAT1,chr8,protein_coding,1,0,0,0
1128614,ENSG00000185803.8,ENSG00000185803,SLC52A2,chr8,protein_coding,1,0,0,0
1128752,ENSG00000182325.10,ENSG00000182325,FBXL6,chr8,protein_coding,1,0,0,0
1129680,ENSG00000187954.12,ENSG00000187954,CYHR1,chr8,protein_coding,1,0,0,0
1129789,ENSG00000167702.11,ENSG00000167702,KIFC2,chr8,protein_coding,1,0,0,0
1129868,ENSG00000160972.9,ENSG00000160972,PPP1R16A,chr8,protein_coding,1,0,0,0
1129991,ENSG00000167701.13,ENSG00000167701,GPT,chr8,protein_coding,1,0,0,0
1130073,ENSG00000167700.8,ENSG00000167700,MFSD3,chr8,protein_coding,1,0,0,0
1130775,ENSG00000197363.9,ENSG00000197363,ZNF517,chr8,protein_coding,1,0,0,0
1131497,ENSG00000170122.5,ENSG00000170122,FOXD4,chr9,protein_coding,1,0,0,0
1132061,ENSG00000107099.15,ENSG00000107099,DOCK8,chr9,protein_coding,1,1,0,0
1135066,ENSG00000106686.16,ENSG00000106686,SPATA6L,chr9,protein_coding,0,1,0,0
1138015,ENSG00000226717.2,ENSG00000226717,PTPRD-AS2,chr9,lincRNA,1,0,0,0
1138122,ENSG00000153714.5,ENSG00000153714,LURAP1L,chr9,protein_coding,0,0,0,1
1140525,ENSG00000164989.15,ENSG00000164989,CCDC171,chr9,protein_coding,1,0,0,0
1141592,ENSG00000137145.20,ENSG00000137145,DENND4C,chr9,protein_coding,1,0,0,0
1141996,ENSG00000155886.11,ENSG00000155886,SLC24A2,chr9,protein_coding,1,0,0,0
1142045,ENSG00000232158.1,ENSG00000232158,C11orf98P1,chr9,processed_pseudogene,1,0,0,0
1143688,ENSG00000137055.14,ENSG00000137055,PLAA,chr9,protein_coding,1,0,0,0
1144581,ENSG00000232060.3,ENSG00000232060,SLC4A1APP1,chr9,processed_pseudogene,1,0,0,0
1145868,ENSG00000086102.18,ENSG00000086102,NFX1,chr9,protein_coding,1,0,0,0
1147867,ENSG00000168913.6,ENSG00000168913,ENHO,chr9,protein_coding,1,0,0,0
1147992,ENSG00000164967.9,ENSG00000164967,RPP25L,chr9,protein_coding,1,0,0,0
1149513,ENSG00000165283.15,ENSG00000165283,STOML2,chr9,protein_coding,1,0,0,0
1150785,ENSG00000137101.12,ENSG00000137101,CD72,chr9,protein_coding,0,0,0,1
1152262,ENSG00000235387.2,ENSG00000235387,LINC00961,chr9,protein_coding,0,0,1,0
1154029,ENSG00000168795.4,ENSG00000168795,ZBTB5,chr9,protein_coding,1,0,0,0
1155029,ENSG00000106714.17,ENSG00000106714,CNTNAP3,chr9,protein_coding,1,1,0,0
1158051,ENSG00000184659.5,ENSG00000184659,FOXD4L4,chr9,protein_coding,0,0,0,1
1158267,ENSG00000274349.4,ENSG00000274349,ZNF658,chr9,protein_coding,0,0,0,1
1159921,ENSG00000135063.17,ENSG00000135063,FAM189A2,chr9,protein_coding,1,0,0,0
1162853,ENSG00000099139.13,ENSG00000099139,PCSK5,chr9,protein_coding,0,1,0,0
1167196,ENSG00000230303.5,ENSG00000230303,RP11-213G2.2,chr9,lincRNA,0,1,0,0
1168846,ENSG00000187742.14,ENSG00000187742,SECISBP2,chr9,protein_coding,1,0,0,0
1169618,ENSG00000165025.14,ENSG00000165025,SYK,chr9,protein_coding,0,1,0,0
1171389,ENSG00000127080.9,ENSG00000127080,IPPK,chr9,protein_coding,1,0,0,0
1171819,ENSG00000157303.10,ENSG00000157303,SUSD3,chr9,protein_coding,1,0,1,0
1173604,ENSG00000185920.15,ENSG00000185920,PTCH1,chr9,protein_coding,1,0,0,0
1174603,ENSG00000165244.6,ENSG00000165244,ZNF367,chr9,protein_coding,1,0,0,0
1174978,ENSG00000233820.2,ENSG00000233820,RP11-535M15.2,chr9,transcribed_processed_pseudogene,1,0,0,0
1176277,ENSG00000095380.10,ENSG00000095380,NANS,chr9,protein_coding,0,0,0,1
1177197,ENSG00000106799.12,ENSG00000106799,TGFBR1,chr9,protein_coding,1,0,0,0
1178366,ENSG00000165152.8,ENSG00000165152,TMEM246,chr9,protein_coding,1,0,0,0
1179532,ENSG00000229419.1,ENSG00000229419,RALGAPA1P1,chr9,processed_pseudogene,1,0,0,0
1180037,ENSG00000119318.12,ENSG00000119318,RAD23B,chr9,protein_coding,1,0,0,0
1180727,ENSG00000260230.2,ENSG00000260230,FRRS1L,chr9,protein_coding,1,0,0,0
1181070,ENSG00000243444.7,ENSG00000243444,PALM2,chr9,protein_coding,1,0,0,0
1182232,ENSG00000173258.12,ENSG00000173258,ZNF483,chr9,protein_coding,1,0,0,0
1182316,ENSG00000106853.17,ENSG00000106853,PTGR1,chr9,protein_coding,0,0,0,1
1182446,ENSG00000059769.19,ENSG00000059769,DNAJC25,chr9,protein_coding,1,0,0,0
1182826,ENSG00000106868.16,ENSG00000106868,SUSD1,chr9,protein_coding,1,0,0,0
1183032,ENSG00000119314.15,ENSG00000119314,PTBP3,chr9,protein_coding,1,0,0,0
1183438,ENSG00000226609.1,ENSG00000226609,RP11-276E15.4,chr9,antisense,1,0,0,0
1183532,ENSG00000136866.13,ENSG00000136866,ZFP37,chr9,protein_coding,1,0,0,0
1184084,ENSG00000119411.10,ENSG00000119411,BSPRY,chr9,protein_coding,0,0,0,1
1184108,ENSG00000119431.9,ENSG00000119431,HDHD3,chr9,protein_coding,0,0,0,1
1187638,ENSG00000119402.16,ENSG00000119402,FBXW2,chr9,protein_coding,1,0,0,0
1188614,ENSG00000119396.10,ENSG00000119396,RAB14,chr9,protein_coding,1,0,0,0
1189085,ENSG00000227355.2,ENSG00000227355,RP11-162D16.2,chr9,antisense,1,0,0,0
1189149,ENSG00000136848.16,ENSG00000136848,DAB2IP,chr9,protein_coding,1,0,0,0
1189453,ENSG00000185681.12,ENSG00000185681,MORN5,chr9,protein_coding,0,0,0,1
1189888,ENSG00000095303.14,ENSG00000095303,PTGS1,chr9,protein_coding,1,1,0,0
1191343,ENSG00000106689.10,ENSG00000106689,LHX2,chr9,protein_coding,1,0,0,0
1192118,ENSG00000136918.7,ENSG00000136918,WDR38,chr9,protein_coding,1,0,0,0
1192785,ENSG00000044574.7,ENSG00000044574,HSPA5,chr9,protein_coding,1,0,0,0
1192812,ENSG00000165219.21,ENSG00000165219,GAPVD1,chr9,protein_coding,1,0,0,0
1194917,ENSG00000136856.17,ENSG00000136856,SLC2A8,chr9,protein_coding,1,0,0,0
1196767,ENSG00000136877.14,ENSG00000136877,FPGS,chr9,protein_coding,1,0,0,0
1198244,ENSG00000148337.20,ENSG00000148337,CIZ1,chr9,protein_coding,1,0,0,0
1199914,ENSG00000167118.10,ENSG00000167118,URM1,chr9,protein_coding,1,0,0,0
1201706,ENSG00000119333.11,ENSG00000119333,WDR34,chr9,protein_coding,1,0,0,0
1202107,ENSG00000107021.15,ENSG00000107021,TBC1D13,chr9,protein_coding,1,0,0,0
1202473,ENSG00000175287.18,ENSG00000175287,PHYHD1,chr9,protein_coding,1,0,0,0
1203371,ENSG00000095321.16,ENSG00000095321,CRAT,chr9,protein_coding,1,0,0,0
1204382,ENSG00000136827.11,ENSG00000136827,TOR1A,chr9,protein_coding,0,1,0,0
1205121,ENSG00000107130.9,ENSG00000107130,NCS1,chr9,protein_coding,1,0,0,0
1206854,ENSG00000160539.4,ENSG00000160539,PLPP7,chr9,protein_coding,1,0,0,0
1207457,ENSG00000130717.12,ENSG00000130717,UCK1,chr9,protein_coding,1,0,0,0
1207914,ENSG00000107290.13,ENSG00000107290,SETX,chr9,protein_coding,1,0,0,0
1212089,ENSG00000130558.19,ENSG00000130558,OLFM1,chr9,protein_coding,1,0,0,0
1213948,ENSG00000130560.8,ENSG00000130560,UBAC1,chr9,protein_coding,1,0,0,0
1214042,ENSG00000238227.7,ENSG00000238227,C9orf69,chr9,protein_coding,1,0,0,0
1214407,ENSG00000213221.4,ENSG00000213221,DNLZ,chr9,protein_coding,1,0,0,0
1214887,ENSG00000148384.12,ENSG00000148384,INPP5E,chr9,protein_coding,1,0,0,0
1215949,ENSG00000244187.7,ENSG00000244187,TMEM141,chr9,protein_coding,1,0,0,0
1216143,ENSG00000228544.1,ENSG00000228544,CCDC183-AS1,chr9,antisense,1,0,0,0
1216445,ENSG00000054148.17,ENSG00000054148,PHPT1,chr9,protein_coding,1,0,0,0
1216805,ENSG00000159069.13,ENSG00000159069,FBXW5,chr9,protein_coding,1,0,0,0
1219127,ENSG00000176248.8,ENSG00000176248,ANAPC2,chr9,protein_coding,1,0,0,0
1219397,ENSG00000212864.3,ENSG00000212864,RNF208,chr9,protein_coding,1,0,0,0
1220126,ENSG00000165802.20,ENSG00000165802,NSMF,chr9,protein_coding,1,0,0,0
1223738,ENSG00000282390.1,ENSG00000282390,RP11-29A19.2,chr10,sense_intronic,1,0,0,0
1223829,ENSG00000067057.16,ENSG00000067057,PFKP,chr10,protein_coding,0,0,0,1
1224504,ENSG00000165568.17,ENSG00000165568,AKR1E2,chr10,protein_coding,0,0,0,1
1224902,ENSG00000196139.13,ENSG00000196139,AKR1C3,chr10,protein_coding,1,0,0,0
1225265,ENSG00000205488.8,ENSG00000205488,CALML3-AS1,chr10,antisense,1,0,0,0
1225362,ENSG00000108021.19,ENSG00000108021,FAM208B,chr10,protein_coding,1,0,0,0
1227280,ENSG00000198879.11,ENSG00000198879,SFMBT2,chr10,protein_coding,0,0,0,1
1227408,ENSG00000278982.1,ENSG00000278982,RP5-1031D4.3,chr10,TEC,0,0,1,0
1228030,ENSG00000225383.7,ENSG00000225383,SFTA1P,chr10,lincRNA,1,0,0,0
1229897,ENSG00000151468.10,ENSG00000151468,CCDC3,chr10,protein_coding,0,0,0,1
1229931,ENSG00000225251.1,ENSG00000225251,RPL5P25,chr10,processed_pseudogene,1,0,0,0
1230812,ENSG00000239665.8,ENSG00000239665,RP11-295P9.3,chr10,processed_transcript,1,0,0,0
1234428,ENSG00000165997.4,ENSG00000165997,ARL5B,chr10,protein_coding,1,0,0,0
1235014,ENSG00000204682.5,ENSG00000204682,CASC10,chr10,protein_coding,1,0,0,0
1236306,ENSG00000148450.12,ENSG00000148450,MSRB2,chr10,protein_coding,0,0,0,1
1236338,ENSG00000229932.3,ENSG00000229932,YWHAZP3,chr10,processed_pseudogene,1,0,0,0
1237854,ENSG00000077420.15,ENSG00000077420,APBB1IP,chr10,protein_coding,0,0,1,0
1238538,ENSG00000136758.18,ENSG00000136758,YME1L1,chr10,protein_coding,1,0,0,0
1238787,ENSG00000120539.14,ENSG00000120539,MASTL,chr10,protein_coding,1,0,0,0
1239111,ENSG00000230445.4,ENSG00000230445,LRRC37A6P,chr10,transcribed_processed_pseudogene,0,0,0,1
1243648,ENSG00000108094.14,ENSG00000108094,CUL2,chr10,protein_coding,1,0,0,0
1244033,ENSG00000230534.6,ENSG00000230534,RP11-297A16.2,chr10,antisense,0,1,0,0
1244905,ENSG00000229644.6,ENSG00000229644,NAMPTP1,chr10,processed_pseudogene,1,0,0,0
1245478,ENSG00000175395.15,ENSG00000175395,ZNF25,chr10,protein_coding,1,0,0,0
1245943,ENSG00000234420.7,ENSG00000234420,ZNF37BP,chr10,transcribed_processed_pseudogene,1,0,0,0
1246588,ENSG00000230555.2,ENSG00000230555,RP11-517P14.2,chr10,lincRNA,1,0,0,0
1247580,ENSG00000172671.19,ENSG00000172671,ZFAND4,chr10,protein_coding,1,0,0,0
1248968,ENSG00000204176.13,ENSG00000204176,SYT15,chr10,protein_coding,1,0,0,0
1250576,ENSG00000107643.15,ENSG00000107643,MAPK8,chr10,protein_coding,1,0,0,0
1251054,ENSG00000128815.18,ENSG00000128815,WDFY4,chr10,protein_coding,0,0,1,0
1251194,ENSG00000283652.1,ENSG00000283652,WDFY4,chr10,protein_coding,0,0,1,0
1251604,ENSG00000225830.11,ENSG00000225830,ERCC6,chr10,protein_coding,1,0,0,0
1252070,ENSG00000197444.9,ENSG00000197444,OGDHL,chr10,protein_coding,0,0,0,1
1253331,ENSG00000226200.6,ENSG00000226200,SGMS1-AS1,chr10,antisense,1,0,0,0
1256054,ENSG00000122873.11,ENSG00000122873,CISD1,chr10,protein_coding,1,0,0,0
1256088,ENSG00000072401.14,ENSG00000072401,UBE2D1,chr10,protein_coding,1,0,0,0
1258316,ENSG00000148572.15,ENSG00000148572,NRBF2,chr10,protein_coding,1,0,0,0
1258341,ENSG00000171988.17,ENSG00000171988,JMJD1C,chr10,protein_coding,1,0,0,0
1260483,ENSG00000138336.8,ENSG00000138336,TET1,chr10,protein_coding,0,0,0,1
1260519,ENSG00000260400.1,ENSG00000260400,RP11-119F7.5,chr10,sense_overlapping,1,0,0,1
1260526,ENSG00000060339.13,ENSG00000060339,CCAR1,chr10,protein_coding,1,0,0,0
1261812,ENSG00000156515.21,ENSG00000156515,HK1,chr10,protein_coding,1,0,0,0
1263126,ENSG00000042286.14,ENSG00000042286,AIFM2,chr10,protein_coding,0,1,0,0
1263581,ENSG00000107719.8,ENSG00000107719,PALD1,chr10,protein_coding,1,1,0,0
1263897,ENSG00000166228.8,ENSG00000166228,PCBD1,chr10,protein_coding,0,0,0,1
1266778,ENSG00000182180.13,ENSG00000182180,MRPS16,chr10,protein_coding,1,0,0,0
1267229,ENSG00000107758.15,ENSG00000107758,PPP3CB,chr10,protein_coding,1,0,0,0
1267936,ENSG00000279088.1,ENSG00000279088,RP11-574K11.24,chr10,TEC,1,0,0,0
1270415,ENSG00000165637.13,ENSG00000165637,VDAC2,chr10,protein_coding,1,0,0,0
